wid,outcome,considered,evaluation,prompt_id
w363e6ac,tiger,False,7,Animals (bubble)
w363e6ac,UNK,False,6,Animals (bubble)
w363e6ac,elephant,True,6,Animals (bubble)
w363e6ac,UNK,False,4,Animals (bubble)
w363e6ac,lion,False,6,Animals (bubble)
w363e6ac,UNK,False,1,Animals (bubble)
w363e6ac,lemur,False,3,Animals (bubble)
w363e6ac,crocodile,False,3,Animals (bubble)
w363e6ac,giraffe,True,5,Animals (bubble)
w363e6ac,zebra,False,5,Animals (bubble)
w363e6ac,gorilla,False,5,Animals (bubble)
w363e6ac,rhinoceros,False,5,Animals (bubble)
w4a284b9,UNK,False,5,PRACTICE
w4a284b9,UNK,False,5,PRACTICE
w4a284b9,UNK,False,5,PRACTICE
w4a284b9,UNK,False,5,PRACTICE
w4a284b9,UNK,False,1,PRACTICE
w4a284b9,UNK,False,2,PRACTICE
w4a284b9,UNK,False,6,PRACTICE
w4a284b9,UNK,False,4,PRACTICE
w4a284b9,rugby,False,-3,Sports (season)
w4a284b9,golf,False,5,Sports (season)
w4a284b9,boxing,False,-3,Sports (season)
w4a284b9,bowling,False,-6,Sports (season)
w4a284b9,UNK,False,-6,Sports (season)
w4a284b9,football,False,10,Sports (season)
w4a284b9,baseball,False,5,Sports (season)
w4a284b9,tennis,False,2,Sports (season)
w4a284b9,volleyball,False,0,Sports (season)
w4a284b9,cricket,False,-3,Sports (season)
w4a284b9,soccer,True,3,Sports (season)
w4a284b9,basketball,False,1,Sports (season)
w4a284b9,history,False,5,Subjects (school)
w4a284b9,spanish,False,5,Subjects (school)
w4a284b9,calculus,False,-8,Subjects (school)
w4a284b9,english,False,5,Subjects (school)
w4a284b9,french,False,-3,Subjects (school)
w4a284b9,chemistry,False,2,Subjects (school)
w4a284b9,biology,False,5,Subjects (school)
w4a284b9,physics,False,5,Subjects (school)
w4a284b9,algebra,False,2,Subjects (school)
w4a284b9,geometry,False,-1,Subjects (school)
w4a284b9,UNK,False,-10,Animals (intimate)
w4a284b9,UNK,False,-4,Animals (intimate)
w4a284b9,elephant,False,-4,Animals (intimate)
w4a284b9,UNK,False,-4,Animals (intimate)
w4a284b9,zebra,False,-4,Animals (intimate)
w4a284b9,UNK,False,-4,Animals (intimate)
w4a284b9,tiger,False,-10,Animals (intimate)
w4a284b9,rhinoceros,False,-7,Animals (intimate)
w4a284b9,UNK,False,-10,Animals (intimate)
w4a284b9,koala,False,-5,Animals (intimate)
w4a284b9,kangaroo,False,-5,Animals (intimate)
w4a284b9,giraffe,False,-5,Animals (intimate)
w4a284b9,gorilla,False,-9,Animals (intimate)
w4a284b9,crocodile,False,-10,Animals (intimate)
w4a284b9,lion,False,-10,Animals (intimate)
w4a284b9,panda,False,-5,Animals (intimate)
w4a284b9,monkey,False,-5,Animals (intimate)
w4a284b9,lemur,False,-5,Animals (intimate)
w4a284b9,airplane,False,-7,Vehicles (commute)
w4a284b9,skateboard,False,-5,Vehicles (commute)
w4a284b9,boat,False,-5,Vehicles (commute)
w4a284b9,scooter,False,-4,Vehicles (commute)
w4a284b9,helicopter,False,-4,Vehicles (commute)
w4a284b9,car,False,10,Vehicles (commute)
w4a284b9,train,False,2,Vehicles (commute)
w4a284b9,bicycle,False,-3,Vehicles (commute)
w4a284b9,bus,False,0,Vehicles (commute)
w4a284b9,UNK,False,10,Vehicles (commute)
w4a284b9,unicycle,False,-10,Vehicles (commute)
w0663715,UNK,False,7,PRACTICE
w0663715,UNK,True,9,PRACTICE
w0663715,UNK,False,9,PRACTICE
w0663715,UNK,False,8,PRACTICE
w0663715,UNK,True,8,PRACTICE
w0663715,UNK,False,8,PRACTICE
w0663715,UNK,True,10,PRACTICE
w0663715,UNK,False,8,PRACTICE
w0663715,UNK,True,8,PRACTICE
w0663715,UNK,True,8,PRACTICE
w0663715,chemistry,False,2,Subjects (magic)
w0663715,science,True,9,Subjects (magic)
w0663715,biology,False,8,Subjects (magic)
w0663715,french,False,9,Subjects (magic)
w0663715,spanish,False,10,Subjects (magic)
w0663715,calculus,False,3,Subjects (magic)
w0663715,geometry,False,2,Subjects (magic)
w0663715,political science,True,10,Subjects (magic)
w0663715,UNK,True,6,Subjects (magic)
w0663715,history,False,7,Subjects (magic)
w0663715,UNK,True,10,Subjects (magic)
w0663715,english,True,10,Subjects (magic)
w0663715,algebra,False,1,Subjects (magic)
w0663715,physics,False,1,Subjects (magic)
w0663715,giraffe,False,3,Animals (bubble)
w0663715,UNK,False,4,Animals (bubble)
w0663715,elephant,False,5,Animals (bubble)
w0663715,gorilla,False,2,Animals (bubble)
w0663715,rhinoceros,False,3,Animals (bubble)
w0663715,koala,False,6,Animals (bubble)
w0663715,UNK,False,6,Animals (bubble)
w0663715,zebra,False,7,Animals (bubble)
w0663715,UNK,False,-1,Animals (bubble)
w0663715,tiger,False,8,Animals (bubble)
w0663715,UNK,False,8,Animals (bubble)
w0663715,lemur,False,7,Animals (bubble)
w0663715,panda,False,8,Animals (bubble)
w0663715,crocodile,False,1,Animals (bubble)
w0663715,kangaroo,False,6,Animals (bubble)
w0663715,lion,False,8,Animals (bubble)
w0663715,UNK,False,-1,Animals (bubble)
w0663715,monkey,False,2,Animals (bubble)
w0663715,soccer,False,-1,Sports (silence)
w0663715,golf,False,6,Sports (silence)
w0663715,rugby,False,6,Sports (silence)
w0663715,cricket,False,6,Sports (silence)
w0663715,volleyball,False,-2,Sports (silence)
w0663715,tennis,False,2,Sports (silence)
w0663715,football,True,9,Sports (silence)
w0663715,basketball,False,-2,Sports (silence)
w0663715,boxing,False,-5,Sports (silence)
w0663715,bowling,False,-1,Sports (silence)
w0663715,UNK,False,3,Sports (silence)
w0663715,baseball,False,6,Sports (silence)
w0663715,train,True,-8,Vehicles (veto)
w0663715,car,True,-10,Vehicles (veto)
w0663715,scooter,False,0,Vehicles (veto)
w0663715,bicycle,False,0,Vehicles (veto)
w0663715,UNK,False,0,Vehicles (veto)
w0663715,skateboard,False,0,Vehicles (veto)
w0663715,unicycle,False,0,Vehicles (veto)
w0663715,helicopter,False,0,Vehicles (veto)
w0663715,airplane,False,-9,Vehicles (veto)
w98f1b99,UNK,True,7,PRACTICE
w98f1b99,UNK,True,5,PRACTICE
w98f1b99,UNK,False,6,PRACTICE
w98f1b99,UNK,False,0,PRACTICE
w98f1b99,UNK,True,10,PRACTICE
w98f1b99,UNK,True,10,PRACTICE
w98f1b99,UNK,False,8,PRACTICE
w98f1b99,UNK,False,2,PRACTICE
w98f1b99,rhinoceros,False,5,Animals (bubble)
w98f1b99,giraffe,True,10,Animals (bubble)
w98f1b99,UNK,False,8,Animals (bubble)
w98f1b99,tiger,False,10,Animals (bubble)
w98f1b99,UNK,False,1,Animals (bubble)
w98f1b99,lemur,False,-1,Animals (bubble)
w98f1b99,elephant,True,10,Animals (bubble)
w98f1b99,monkey,False,-3,Animals (bubble)
w98f1b99,koala,False,1,Animals (bubble)
w98f1b99,lion,False,10,Animals (bubble)
w98f1b99,UNK,False,-2,Animals (bubble)
w98f1b99,UNK,False,1,Animals (bubble)
w98f1b99,UNK,False,10,Animals (bubble)
w98f1b99,panda,False,10,Animals (bubble)
w98f1b99,gorilla,False,1,Animals (bubble)
w98f1b99,kangaroo,False,7,Animals (bubble)
w98f1b99,crocodile,False,-2,Animals (bubble)
w98f1b99,zebra,False,8,Animals (bubble)
w98f1b99,car,False,-2,Vehicles (veto)
w98f1b99,train,False,5,Vehicles (veto)
w98f1b99,bicycle,False,0,Vehicles (veto)
w98f1b99,skateboard,False,10,Vehicles (veto)
w98f1b99,scooter,False,9,Vehicles (veto)
w98f1b99,unicycle,False,10,Vehicles (veto)
w98f1b99,bus,False,-2,Vehicles (veto)
w98f1b99,helicopter,False,-1,Vehicles (veto)
w98f1b99,UNK,False,-3,Vehicles (veto)
w98f1b99,boat,False,-1,Vehicles (veto)
w98f1b99,airplane,False,-6,Vehicles (veto)
w98f1b99,physics,False,-2,Subjects (magic)
w98f1b99,history,False,2,Subjects (magic)
w98f1b99,psychology,True,10,Subjects (magic)
w98f1b99,calculus,False,1,Subjects (magic)
w98f1b99,spanish,True,10,Subjects (magic)
w98f1b99,geometry,False,1,Subjects (magic)
w98f1b99,french,False,8,Subjects (magic)
w98f1b99,algebra,False,2,Subjects (magic)
w98f1b99,english,False,3,Subjects (magic)
w98f1b99,biology,False,5,Subjects (magic)
w98f1b99,chemistry,False,5,Subjects (magic)
w98f1b99,golf,False,10,Sports (silence)
w98f1b99,UNK,False,-2,Sports (silence)
w98f1b99,basketball,False,-4,Sports (silence)
w98f1b99,football,False,-2,Sports (silence)
w98f1b99,tennis,False,-10,Sports (silence)
w98f1b99,cricket,False,2,Sports (silence)
w98f1b99,baseball,False,10,Sports (silence)
w98f1b99,bowling,False,10,Sports (silence)
w98f1b99,boxing,False,0,Sports (silence)
w98f1b99,soccer,False,-10,Sports (silence)
w98f1b99,rugby,False,5,Sports (silence)
w98f1b99,volleyball,False,-3,Sports (silence)
w73ed943,UNK,False,9,PRACTICE
w73ed943,UNK,False,9,PRACTICE
w73ed943,UNK,False,9,PRACTICE
w73ed943,UNK,False,9,PRACTICE
w73ed943,UNK,False,9,PRACTICE
w73ed943,UNK,False,9,PRACTICE
w73ed943,UNK,False,9,PRACTICE
w73ed943,UNK,False,9,PRACTICE
w73ed943,rhinoceros,False,-6,Animals (intimate)
w73ed943,lion,False,-9,Animals (intimate)
w73ed943,UNK,False,6,Animals (intimate)
w73ed943,monkey,False,3,Animals (intimate)
w73ed943,gorilla,False,-3,Animals (intimate)
w73ed943,tiger,False,-9,Animals (intimate)
w73ed943,UNK,False,-9,Animals (intimate)
w73ed943,crocodile,False,-9,Animals (intimate)
w73ed943,zebra,False,4,Animals (intimate)
w73ed943,koala,False,7,Animals (intimate)
w73ed943,UNK,False,8,Animals (intimate)
w73ed943,lemur,False,5,Animals (intimate)
w73ed943,kangaroo,False,0,Animals (intimate)
w73ed943,giraffe,False,4,Animals (intimate)
w73ed943,panda,False,0,Animals (intimate)
w73ed943,UNK,False,0,Animals (intimate)
w73ed943,UNK,False,-10,Animals (intimate)
w73ed943,elephant,False,7,Animals (intimate)
w73ed943,spanish,False,-10,Subjects (school)
w73ed943,physics,False,0,Subjects (school)
w73ed943,chemistry,False,-5,Subjects (school)
w73ed943,history,False,3,Subjects (school)
w73ed943,biology,False,5,Subjects (school)
w73ed943,french,False,-9,Subjects (school)
w73ed943,english,True,10,Subjects (school)
w73ed943,algebra,False,-5,Subjects (school)
w73ed943,geometry,False,-5,Subjects (school)
w73ed943,calculus,False,-5,Subjects (school)
w73ed943,scooter,False,-6,Vehicles (commute)
w73ed943,airplane,False,0,Vehicles (commute)
w73ed943,car,False,9,Vehicles (commute)
w73ed943,boat,False,2,Vehicles (commute)
w73ed943,UNK,False,5,Vehicles (commute)
w73ed943,train,False,2,Vehicles (commute)
w73ed943,bicycle,False,-7,Vehicles (commute)
w73ed943,unicycle,False,-10,Vehicles (commute)
w73ed943,helicopter,False,4,Vehicles (commute)
w73ed943,bus,False,0,Vehicles (commute)
w73ed943,skateboard,False,-8,Vehicles (commute)
w73ed943,basketball,False,-8,Sports (season)
w73ed943,bowling,False,2,Sports (season)
w73ed943,tennis,False,2,Sports (season)
w73ed943,football,False,-10,Sports (season)
w73ed943,boxing,False,-8,Sports (season)
w73ed943,volleyball,False,5,Sports (season)
w73ed943,soccer,False,1,Sports (season)
w73ed943,UNK,False,-7,Sports (season)
w73ed943,rugby,False,-6,Sports (season)
w73ed943,golf,False,-9,Sports (season)
w73ed943,baseball,False,-6,Sports (season)
w73ed943,cricket,False,-6,Sports (season)
w26c2bef,UNK,False,-2,PRACTICE
w26c2bef,UNK,False,6,PRACTICE
w26c2bef,UNK,False,7,PRACTICE
w26c2bef,UNK,False,7,PRACTICE
w26c2bef,UNK,False,7,PRACTICE
w26c2bef,UNK,False,7,PRACTICE
w26c2bef,UNK,False,7,PRACTICE
w26c2bef,UNK,False,3,PRACTICE
w26c2bef,rugby,False,0,Sports (season)
w26c2bef,baseball,False,4,Sports (season)
w26c2bef,cricket,False,0,Sports (season)
w26c2bef,bowling,False,-2,Sports (season)
w26c2bef,football,False,2,Sports (season)
w26c2bef,soccer,False,-2,Sports (season)
w26c2bef,golf,False,0,Sports (season)
w26c2bef,UNK,False,-2,Sports (season)
w26c2bef,boxing,False,1,Sports (season)
w26c2bef,tennis,False,3,Sports (season)
w26c2bef,basketball,False,3,Sports (season)
w26c2bef,volleyball,False,3,Sports (season)
w26c2bef,scooter,False,-10,Vehicles (commute)
w26c2bef,car,False,10,Vehicles (commute)
w26c2bef,airplane,False,10,Vehicles (commute)
w26c2bef,bicycle,False,-10,Vehicles (commute)
w26c2bef,skateboard,False,-10,Vehicles (commute)
w26c2bef,bus,False,-1,Vehicles (commute)
w26c2bef,train,False,3,Vehicles (commute)
w26c2bef,helicopter,False,10,Vehicles (commute)
w26c2bef,boat,False,2,Vehicles (commute)
w26c2bef,unicycle,False,-10,Vehicles (commute)
w26c2bef,UNK,False,10,Vehicles (commute)
w26c2bef,history,False,-2,Subjects (school)
w26c2bef,french,False,-8,Subjects (school)
w26c2bef,english,False,10,Subjects (school)
w26c2bef,physics,False,-6,Subjects (school)
w26c2bef,chemistry,False,-6,Subjects (school)
w26c2bef,spanish,False,-1,Subjects (school)
w26c2bef,biology,False,-1,Subjects (school)
w26c2bef,geometry,False,4,Subjects (school)
w26c2bef,algebra,False,4,Subjects (school)
w26c2bef,calculus,False,0,Subjects (school)
w26c2bef,UNK,False,-3,Animals (intimate)
w26c2bef,panda,False,-4,Animals (intimate)
w26c2bef,zebra,False,-3,Animals (intimate)
w26c2bef,tiger,False,-10,Animals (intimate)
w26c2bef,elephant,False,-5,Animals (intimate)
w26c2bef,UNK,False,-10,Animals (intimate)
w26c2bef,gorilla,False,0,Animals (intimate)
w26c2bef,giraffe,False,-2,Animals (intimate)
w26c2bef,kangaroo,False,-4,Animals (intimate)
w26c2bef,UNK,False,10,Animals (intimate)
w26c2bef,rhinoceros,False,-3,Animals (intimate)
w26c2bef,koala,False,-2,Animals (intimate)
w26c2bef,UNK,False,-10,Animals (intimate)
w26c2bef,monkey,False,1,Animals (intimate)
w26c2bef,UNK,False,2,Animals (intimate)
w26c2bef,lion,True,-10,Animals (intimate)
w26c2bef,lemur,False,1,Animals (intimate)
w26c2bef,crocodile,False,-10,Animals (intimate)
w1c3dd8c,UNK,False,9,PRACTICE
w1c3dd8c,UNK,False,10,PRACTICE
w1c3dd8c,UNK,False,10,PRACTICE
w1c3dd8c,UNK,False,10,PRACTICE
w1c3dd8c,UNK,False,10,PRACTICE
w1c3dd8c,UNK,False,10,PRACTICE
w1c3dd8c,UNK,False,10,PRACTICE
w1c3dd8c,UNK,False,10,PRACTICE
w1c3dd8c,scooter,False,3,Vehicles (veto)
w1c3dd8c,helicopter,False,5,Vehicles (veto)
w1c3dd8c,UNK,False,6,Vehicles (veto)
w1c3dd8c,bicycle,True,-10,Vehicles (veto)
w1c3dd8c,airplane,False,-5,Vehicles (veto)
w1c3dd8c,car,True,-10,Vehicles (veto)
w1c3dd8c,skateboard,False,10,Vehicles (veto)
w1c3dd8c,truck,True,-10,Vehicles (veto)
w1c3dd8c,calculus,False,10,Subjects (magic)
w1c3dd8c,history,False,10,Subjects (magic)
w1c3dd8c,spanish,False,10,Subjects (magic)
w1c3dd8c,english,False,10,Subjects (magic)
w1c3dd8c,biology,False,10,Subjects (magic)
w1c3dd8c,chemistry,False,10,Subjects (magic)
w1c3dd8c,geometry,False,6,Subjects (magic)
w1c3dd8c,french,False,10,Subjects (magic)
w1c3dd8c,math,True,10,Subjects (magic)
w1c3dd8c,physics,False,5,Subjects (magic)
w1c3dd8c,algebra,False,10,Subjects (magic)
w1c3dd8c,UNK,True,10,Subjects (magic)
w1c3dd8c,koala,False,10,Animals (bubble)
w1c3dd8c,zebra,False,10,Animals (bubble)
w1c3dd8c,crocodile,False,5,Animals (bubble)
w1c3dd8c,monkey,False,10,Animals (bubble)
w1c3dd8c,UNK,False,-5,Animals (bubble)
w1c3dd8c,UNK,False,10,Animals (bubble)
w1c3dd8c,rhinoceros,False,10,Animals (bubble)
w1c3dd8c,lion,False,10,Animals (bubble)
w1c3dd8c,UNK,False,10,Animals (bubble)
w1c3dd8c,kangaroo,False,10,Animals (bubble)
w1c3dd8c,elephant,False,10,Animals (bubble)
w1c3dd8c,UNK,False,10,Animals (bubble)
w1c3dd8c,gorilla,False,10,Animals (bubble)
w1c3dd8c,UNK,True,10,Animals (bubble)
w1c3dd8c,UNK,False,10,Animals (bubble)
w1c3dd8c,panda,False,10,Animals (bubble)
w1c3dd8c,giraffe,False,10,Animals (bubble)
w1c3dd8c,tiger,False,10,Animals (bubble)
w1c3dd8c,lemur,False,10,Animals (bubble)
w1c3dd8c,basketball,False,4,Sports (silence)
w1c3dd8c,UNK,False,-8,Sports (silence)
w1c3dd8c,tennis,False,-10,Sports (silence)
w1c3dd8c,baseball,False,-10,Sports (silence)
w1c3dd8c,football,False,-10,Sports (silence)
w1c3dd8c,bowling,False,-5,Sports (silence)
w1c3dd8c,volleyball,False,-4,Sports (silence)
w1c3dd8c,rugby,False,0,Sports (silence)
w1c3dd8c,golf,False,-4,Sports (silence)
w1c3dd8c,boxing,False,4,Sports (silence)
w1c3dd8c,cricket,False,4,Sports (silence)
w1c3dd8c,soccer,False,-10,Sports (silence)
wc146e19,UNK,True,5,PRACTICE
wc146e19,UNK,True,10,PRACTICE
wc146e19,UNK,True,10,PRACTICE
wc146e19,UNK,True,9,PRACTICE
wc146e19,UNK,True,8,PRACTICE
wc146e19,UNK,False,10,PRACTICE
wc146e19,UNK,True,9,PRACTICE
wc146e19,UNK,True,10,PRACTICE
wc146e19,UNK,True,10,PRACTICE
wc146e19,UNK,False,10,PRACTICE
wc146e19,UNK,True,9,PRACTICE
wc146e19,UNK,False,8,PRACTICE
wc146e19,UNK,False,8,PRACTICE
wc146e19,football,True,-10,Sports (silence)
wc146e19,cricket,False,8,Sports (silence)
wc146e19,baseball,True,-10,Sports (silence)
wc146e19,volleyball,False,0,Sports (silence)
wc146e19,tennis,False,0,Sports (silence)
wc146e19,boxing,False,-5,Sports (silence)
wc146e19,soccer,True,-1,Sports (silence)
wc146e19,rugby,False,8,Sports (silence)
wc146e19,golf,False,0,Sports (silence)
wc146e19,basketball,True,-3,Sports (silence)
wc146e19,UNK,False,8,Sports (silence)
wc146e19,bowling,False,-7,Sports (silence)
wc146e19,spanish,False,6,Subjects (magic)
wc146e19,english,False,0,Subjects (magic)
wc146e19,french,False,5,Subjects (magic)
wc146e19,history,False,0,Subjects (magic)
wc146e19,engineering,True,10,Subjects (magic)
wc146e19,biology,False,4,Subjects (magic)
wc146e19,physics,True,10,Subjects (magic)
wc146e19,calculus,False,10,Subjects (magic)
wc146e19,chemistry,False,10,Subjects (magic)
wc146e19,UNK,True,8,Subjects (magic)
wc146e19,science,True,8,Subjects (magic)
wc146e19,algebra,False,8,Subjects (magic)
wc146e19,geometry,False,8,Subjects (magic)
wc146e19,UNK,True,10,Subjects (magic)
wc146e19,UNK,False,0,Vehicles (veto)
wc146e19,scooter,False,0,Vehicles (veto)
wc146e19,helicopter,False,0,Vehicles (veto)
wc146e19,unicycle,False,0,Vehicles (veto)
wc146e19,airplane,True,-8,Vehicles (veto)
wc146e19,skateboard,False,0,Vehicles (veto)
wc146e19,car,True,-10,Vehicles (veto)
wc146e19,train,False,0,Vehicles (veto)
wc146e19,bicycle,False,0,Vehicles (veto)
wc146e19,gorilla,False,2,Animals (bubble)
wc146e19,UNK,False,-1,Animals (bubble)
wc146e19,UNK,False,-1,Animals (bubble)
wc146e19,elephant,True,9,Animals (bubble)
wc146e19,lion,False,10,Animals (bubble)
wc146e19,monkey,False,0,Animals (bubble)
wc146e19,panda,False,1,Animals (bubble)
wc146e19,cheetah,True,10,Animals (bubble)
wc146e19,kangaroo,False,2,Animals (bubble)
wc146e19,UNK,False,10,Animals (bubble)
wc146e19,UNK,False,-6,Animals (bubble)
wc146e19,giraffe,True,10,Animals (bubble)
wc146e19,tiger,True,10,Animals (bubble)
wc146e19,rhinoceros,False,5,Animals (bubble)
wc146e19,lemur,False,-3,Animals (bubble)
wc146e19,zebra,False,0,Animals (bubble)
wc146e19,crocodile,False,2,Animals (bubble)
wc146e19,UNK,True,10,Animals (bubble)
webaf5b1,UNK,False,4,PRACTICE
webaf5b1,UNK,False,2,PRACTICE
webaf5b1,UNK,False,5,PRACTICE
webaf5b1,UNK,False,5,PRACTICE
webaf5b1,UNK,False,-1,PRACTICE
webaf5b1,UNK,False,5,PRACTICE
webaf5b1,UNK,False,1,PRACTICE
webaf5b1,UNK,False,-3,PRACTICE
webaf5b1,baseball,False,-1,Sports (silence)
webaf5b1,boxing,False,1,Sports (silence)
webaf5b1,volleyball,False,-1,Sports (silence)
webaf5b1,soccer,False,1,Sports (silence)
webaf5b1,rugby,False,-3,Sports (silence)
webaf5b1,football,False,10,Sports (silence)
webaf5b1,basketball,False,3,Sports (silence)
webaf5b1,golf,False,0,Sports (silence)
webaf5b1,tennis,False,-3,Sports (silence)
webaf5b1,cricket,False,0,Sports (silence)
webaf5b1,UNK,False,-2,Sports (silence)
webaf5b1,bowling,False,-2,Sports (silence)
webaf5b1,panda,False,10,Animals (bubble)
webaf5b1,kangaroo,False,-2,Animals (bubble)
webaf5b1,UNK,False,8,Animals (bubble)
webaf5b1,tiger,False,-9,Animals (bubble)
webaf5b1,UNK,False,0,Animals (bubble)
webaf5b1,UNK,False,4,Animals (bubble)
webaf5b1,UNK,False,-3,Animals (bubble)
webaf5b1,monkey,False,-2,Animals (bubble)
webaf5b1,UNK,False,-4,Animals (bubble)
webaf5b1,gorilla,False,-6,Animals (bubble)
webaf5b1,rhinoceros,False,-3,Animals (bubble)
webaf5b1,koala,False,10,Animals (bubble)
webaf5b1,elephant,False,1,Animals (bubble)
webaf5b1,crocodile,False,-7,Animals (bubble)
webaf5b1,zebra,False,1,Animals (bubble)
webaf5b1,lemur,False,-2,Animals (bubble)
webaf5b1,lion,False,-5,Animals (bubble)
webaf5b1,giraffe,False,-4,Animals (bubble)
webaf5b1,UNK,False,0,Vehicles (veto)
webaf5b1,boat,False,5,Vehicles (veto)
webaf5b1,helicopter,False,1,Vehicles (veto)
webaf5b1,airplane,False,-2,Vehicles (veto)
webaf5b1,car,False,-7,Vehicles (veto)
webaf5b1,scooter,False,0,Vehicles (veto)
webaf5b1,bicycle,False,4,Vehicles (veto)
webaf5b1,unicycle,False,6,Vehicles (veto)
webaf5b1,skateboard,False,1,Vehicles (veto)
webaf5b1,bus,False,-2,Vehicles (veto)
webaf5b1,train,False,-2,Vehicles (veto)
webaf5b1,history,False,3,Subjects (magic)
webaf5b1,algebra,False,5,Subjects (magic)
webaf5b1,geometry,False,7,Subjects (magic)
webaf5b1,french,False,10,Subjects (magic)
webaf5b1,physics,False,8,Subjects (magic)
webaf5b1,chemistry,False,6,Subjects (magic)
webaf5b1,biology,False,6,Subjects (magic)
webaf5b1,calculus,False,6,Subjects (magic)
webaf5b1,english,False,10,Subjects (magic)
webaf5b1,math,True,10,Subjects (magic)
webaf5b1,spanish,False,10,Subjects (magic)
wc37a2ec,UNK,False,5,PRACTICE
wc37a2ec,UNK,False,5,PRACTICE
wc37a2ec,UNK,False,5,PRACTICE
wc37a2ec,UNK,True,5,PRACTICE
wc37a2ec,UNK,False,5,PRACTICE
wc37a2ec,UNK,False,5,PRACTICE
wc37a2ec,UNK,True,5,PRACTICE
wc37a2ec,UNK,False,4,PRACTICE
wc37a2ec,geometry,False,6,Subjects (magic)
wc37a2ec,english,False,7,Subjects (magic)
wc37a2ec,physics,False,6,Subjects (magic)
wc37a2ec,french,False,3,Subjects (magic)
wc37a2ec,biology,False,7,Subjects (magic)
wc37a2ec,calculus,False,6,Subjects (magic)
wc37a2ec,history,False,6,Subjects (magic)
wc37a2ec,algebra,False,6,Subjects (magic)
wc37a2ec,chemistry,False,4,Subjects (magic)
wc37a2ec,spanish,False,6,Subjects (magic)
wc37a2ec,baseball,False,3,Sports (silence)
wc37a2ec,rugby,False,0,Sports (silence)
wc37a2ec,golf,False,1,Sports (silence)
wc37a2ec,soccer,False,-4,Sports (silence)
wc37a2ec,cricket,False,0,Sports (silence)
wc37a2ec,bowling,False,-1,Sports (silence)
wc37a2ec,UNK,False,0,Sports (silence)
wc37a2ec,football,False,-6,Sports (silence)
wc37a2ec,tennis,False,-1,Sports (silence)
wc37a2ec,basketball,False,-2,Sports (silence)
wc37a2ec,volleyball,False,0,Sports (silence)
wc37a2ec,boxing,False,3,Sports (silence)
wc37a2ec,unicycle,False,3,Vehicles (veto)
wc37a2ec,boat,False,0,Vehicles (veto)
wc37a2ec,helicopter,False,0,Vehicles (veto)
wc37a2ec,skateboard,False,-2,Vehicles (veto)
wc37a2ec,UNK,False,0,Vehicles (veto)
wc37a2ec,car,True,-5,Vehicles (veto)
wc37a2ec,UNK,True,-7,Vehicles (veto)
wc37a2ec,bicycle,False,-2,Vehicles (veto)
wc37a2ec,scooter,False,-1,Vehicles (veto)
wc37a2ec,UNK,True,-7,Vehicles (veto)
wc37a2ec,airplane,False,-7,Vehicles (veto)
wc37a2ec,koala,False,5,Animals (bubble)
wc37a2ec,lemur,False,6,Animals (bubble)
wc37a2ec,elephant,False,5,Animals (bubble)
wc37a2ec,giraffe,False,6,Animals (bubble)
wc37a2ec,lion,False,5,Animals (bubble)
wc37a2ec,panda,False,5,Animals (bubble)
wc37a2ec,zebra,False,4,Animals (bubble)
wc37a2ec,kangaroo,False,7,Animals (bubble)
wc37a2ec,UNK,False,7,Animals (bubble)
wc37a2ec,gorilla,False,7,Animals (bubble)
wc37a2ec,rhinoceros,False,6,Animals (bubble)
wc37a2ec,UNK,False,5,Animals (bubble)
wc37a2ec,UNK,True,9,Animals (bubble)
wc37a2ec,monkey,False,5,Animals (bubble)
wc37a2ec,crocodile,False,6,Animals (bubble)
wc37a2ec,UNK,False,7,Animals (bubble)
wc37a2ec,tiger,True,7,Animals (bubble)
wc37a2ec,UNK,False,3,Animals (bubble)
w2be12ca,UNK,False,3,PRACTICE
w2be12ca,UNK,False,10,PRACTICE
w2be12ca,UNK,False,10,PRACTICE
w2be12ca,UNK,False,6,PRACTICE
w2be12ca,UNK,True,7,PRACTICE
w2be12ca,UNK,False,8,PRACTICE
w2be12ca,UNK,False,8,PRACTICE
w2be12ca,bicycle,True,-3,Vehicles (commute)
w2be12ca,airplane,False,1,Vehicles (commute)
w2be12ca,unicycle,False,-6,Vehicles (commute)
w2be12ca,bus,True,5,Vehicles (commute)
w2be12ca,scooter,True,-1,Vehicles (commute)
w2be12ca,bicycle,False,-2,Vehicles (commute)
w2be12ca,skateboard,False,-3,Vehicles (commute)
w2be12ca,UNK,False,10,Vehicles (commute)
w2be12ca,train,True,9,Vehicles (commute)
w2be12ca,helicopter,False,4,Vehicles (commute)
w2be12ca,calculus,False,-10,Subjects (school)
w2be12ca,math,True,10,Subjects (school)
w2be12ca,biology,False,5,Subjects (school)
w2be12ca,spanish,False,7,Subjects (school)
w2be12ca,chemistry,False,-2,Subjects (school)
w2be12ca,geometry,False,4,Subjects (school)
w2be12ca,english,True,10,Subjects (school)
w2be12ca,history,False,10,Subjects (school)
w2be12ca,physics,False,-5,Subjects (school)
w2be12ca,algebra,False,9,Subjects (school)
w2be12ca,french,False,-10,Subjects (school)
w2be12ca,science,True,10,Subjects (school)
w2be12ca,cricket,False,-10,Sports (season)
w2be12ca,rugby,False,-10,Sports (season)
w2be12ca,tennis,False,-7,Sports (season)
w2be12ca,UNK,False,-10,Sports (season)
w2be12ca,boxing,False,-3,Sports (season)
w2be12ca,basketball,False,-5,Sports (season)
