wid,outcome,considered,evaluation,rt,prompt_id,raw_outcome
wf2599e5,barcelona,True,10,1699,VACATION,Barcelona.
wf2599e5,copenhagen,False,0,4597,VACATION,Copenhagen
wf2599e5,budapest,False,-2,3389,VACATION,Budapest
wf2599e5,paris,True,10,1830,VACATION,Paris.
wf2599e5,florence,False,7,1899,VACATION,Florence
wf2599e5,dublin,False,9,2952,VACATION,Dublin
wf2599e5,rome,False,9,1726,VACATION,Rome
wf2599e5,prague,False,4,2374,VACATION,Prague
wf2599e5,stockholm,False,7,2412,VACATION,Stockholm
wf2599e5,athens,False,10,2528,VACATION,Athens
wf2599e5,amsterdam,False,4,2181,VACATION,Amsterdam
wf2599e5,venice,False,7,2730,VACATION,Venice
wf2599e5,tiger,True,-6,7545,ZOO,Tiger
wf2599e5,panda,False,5,1871,ZOO,panda
wf2599e5,jaguar,False,-9,1838,ZOO,jaguar
wf2599e5,elephant,False,5,2290,ZOO,elephant
wf2599e5,lemur,False,7,2605,ZOO,lemur
wf2599e5,kangaroo,False,6,7724,ZOO,kangaroo
wf2599e5,UNK,True,0,5013,ZOO,Ocelot
wf2599e5,koala,True,-8,5043,ZOO,Wolf
wf2599e5,monkey,False,-2,22640,ZOO,monkey
wf2599e5,crocodile,False,-10,6584,ZOO,crocodile
wf2599e5,peacock,False,7,2050,ZOO,peacock
wf2599e5,rhinoceros,False,-10,1819,ZOO,rhinoceros
wf2599e5,giraffe,False,2,2140,ZOO,giraffe
wf2599e5,cobra,False,-10,1813,ZOO,cobra
wf2599e5,lion,True,-9,1811,ZOO,Lion
wf2599e5,sloth,False,7,2642,ZOO,sloth
wf2599e5,zebra,False,3,2030,ZOO,zebra
wf2599e5,gorilla,False,-10,2185,ZOO,gorilla
w73c3983,blackberry,False,5,10594,FRUIT,blackberries
w73c3983,nectarines,False,10,3520,FRUIT,nectarines
w73c3983,papayas,False,0,5599,FRUIT,papayas
w73c3983,plums,False,9,3236,FRUIT,plums
w73c3983,lemon,False,-6,5350,FRUIT,lemon
w73c3983,pear,False,7,3147,FRUIT,pear
w73c3983,blueberry,False,6,5377,FRUIT,blueberries
w73c3983,grapes,False,4,2668,FRUIT,grapes
w73c3983,raspberry,False,1,2839,FRUIT,raspberries
w73c3983,strawberry,False,5,3217,FRUIT,strawberries
w73c3983,limes,False,-2,3556,FRUIT,limes
w73c3983,mango,False,2,3203,FRUIT,mango
w73c3983,peaches,False,10,3104,FRUIT,peaches
w73c3983,watermelon,False,4,2430,FRUIT,watermelon
w73c3983,cherry,False,3,4447,FRUIT,cherries
w73c3983,bananas,False,4,2620,FRUIT,bananas
w73c3983,cantaloupe,False,-10,3282,FRUIT,cantaloupe
w73c3983,orange,False,5,3013,FRUIT,orange
w73c3983,apples,False,0,3055,FRUIT,apples
w73c3983,pineapple,False,7,3655,FRUIT,pineapple
w73c3983,monkey,False,4,9961,ZOO,monkey
w73c3983,tiger,False,-10,4638,ZOO,tiger
w73c3983,gorilla,False,-9,3777,ZOO,gorilla
w73c3983,rhinoceros,False,-10,3094,ZOO,rhinoceros
w73c3983,elephant,False,-4,5306,ZOO,elephant
w73c3983,panda,False,1,6443,ZOO,panda
w73c3983,cobra,False,-10,2876,ZOO,cobra
w73c3983,peacock,False,3,3993,ZOO,peacock
w73c3983,lemur,False,4,2862,ZOO,lemur
w73c3983,lion,False,-10,2897,ZOO,lion
w73c3983,kangaroo,False,5,4863,ZOO,kangaroo
w73c3983,deer,False,7,2676,ZOO,deer
w73c3983,jaguar,False,-10,2748,ZOO,jaguar
w73c3983,crocodile,False,-10,3343,ZOO,crocodile
w73c3983,sloth,False,6,3522,ZOO,sloth
w73c3983,giraffe,False,2,4365,ZOO,giraffe
w73c3983,UNK,True,-10,6526,ZOO,Dangerous animals like Tigers (which I like but wouldn't want to spend time with in the same enclosure)
w73c3983,zebra,False,-3,3833,ZOO,zebra
w73c3983,koala,False,5,2631,ZOO,koala
w73c3983,stockholm,False,6,6800,VACATION,Stockholm
w73c3983,vienna,False,8,3061,VACATION,Vienna
w73c3983,amsterdam,False,8,2961,VACATION,Amsterdam
w73c3983,budapest,False,4,5210,VACATION,Budapest
w73c3983,madrid,False,8,3333,VACATION,Madrid
w73c3983,venice,False,6,3611,VACATION,Venice
w73c3983,prague,False,9,3226,VACATION,Prague
w73c3983,barcelona,False,10,3155,VACATION,Barcelona
w73c3983,athens,False,10,2933,VACATION,Athens
w73c3983,rome,False,10,2883,VACATION,Rome
w73c3983,berlin,False,8,3336,VACATION,Berlin
w73c3983,brussels,False,2,3786,VACATION,Brussels
w73c3983,lisbon,False,4,4147,VACATION,Lisbon
w73c3983,istanbul,False,5,3162,VACATION,Istanbul
w73c3983,paris,False,1,3840,VACATION,Paris
w73c3983,london,False,-6,3361,VACATION,London
w73c3983,edinburgh,False,-2,3972,VACATION,Edinburgh
w73c3983,copenhagen,False,5,3616,VACATION,Copenhagen
w73c3983,dublin,False,0,4909,VACATION,Dublin
w73c3983,florence,False,8,2970,VACATION,Florence
wc4cea04,limes,False,-1,11477,FRUIT,limes
wc4cea04,mango,False,10,3662,FRUIT,mango
wc4cea04,blueberry,False,5,3334,FRUIT,blueberries
wc4cea04,lemon,False,-1,3197,FRUIT,lemon
wc4cea04,grapes,False,8,3160,FRUIT,grapes
wc4cea04,orange,False,7,2758,FRUIT,orange
wc4cea04,bananas,False,1,4238,FRUIT,bananas
wc4cea04,apples,True,4,3389,FRUIT,apple
wc4cea04,cherry,False,10,4379,FRUIT,cherries
wc4cea04,watermelon,False,10,2591,FRUIT,watermelon
wc4cea04,nectarines,False,2,3239,FRUIT,nectarines
wc4cea04,plums,False,2,3702,FRUIT,plums
wc4cea04,strawberry,True,10,2555,FRUIT,strawberry
wc4cea04,pineapple,True,10,1950,FRUIT,pineapple
wc4cea04,raspberry,False,7,2524,FRUIT,raspberries
wc4cea04,peaches,True,10,2236,FRUIT,peach
wc4cea04,blackberry,False,9,2275,FRUIT,blackberries
wc4cea04,cantaloupe,False,2,2720,FRUIT,cantaloupe
wc4cea04,papayas,False,0,2309,FRUIT,papayas
wc4cea04,lion,True,-5,5421,ZOO,lion
wc4cea04,jaguar,False,-9,3765,ZOO,jaguar
wc4cea04,cobra,False,-3,4167,ZOO,cobra
wc4cea04,panda,False,4,3365,ZOO,panda
wc4cea04,giraffe,False,5,3775,ZOO,giraffe
wc4cea04,crocodile,False,-10,3664,ZOO,crocodile
wc4cea04,gorilla,False,1,8461,ZOO,gorilla
wc4cea04,kangaroo,False,3,4744,ZOO,kangaroo
wc4cea04,koala,False,8,3822,ZOO,koala
wc4cea04,peacock,False,-5,2670,ZOO,peacock
wc4cea04,rhinoceros,False,-2,4476,ZOO,rhinoceros
wc4cea04,sloth,False,10,2788,ZOO,sloth
wc4cea04,tiger,True,-4,3269,ZOO,tiger
wc4cea04,monkey,False,2,5445,ZOO,monkey
wc4cea04,deer,True,-2,8716,ZOO,bear
wc4cea04,elephant,False,3,5880,ZOO,elephant
wc4cea04,rome,False,10,5083,VACATION,Rome
wc4cea04,barcelona,False,10,2993,VACATION,Barcelona
wc4cea04,budapest,False,8,3217,VACATION,Budapest
wc4cea04,brussels,False,0,2345,VACATION,Brussels
wc4cea04,london,False,-2,3499,VACATION,London
wc4cea04,lisbon,False,0,2043,VACATION,Lisbon
wc4cea04,florence,False,10,4529,VACATION,Florence
wc4cea04,paris,True,-2,4004,VACATION,Paris
wc4cea04,amsterdam,False,2,4144,VACATION,Amsterdam
wc4cea04,berlin,False,0,2979,VACATION,Berlin
wc4cea04,venice,False,5,3860,VACATION,Venice
wc4cea04,edinburgh,False,0,1734,VACATION,Edinburgh
wc4cea04,vienna,False,0,2198,VACATION,Vienna
wc4cea04,copenhagen,False,0,1971,VACATION,Copenhagen
wc4cea04,istanbul,False,0,2636,VACATION,Istanbul
wc4cea04,prague,False,-1,3359,VACATION,Prague
wc4cea04,dublin,False,-4,4513,VACATION,Dublin
wc4cea04,stockholm,False,0,1888,VACATION,Stockholm
wc4cea04,athens,False,6,3749,VACATION,Athens
wf514b4a,blueberry,False,10,21564,FRUIT,blueberries
wf514b4a,nectarines,False,10,9359,FRUIT,nectarines
wf514b4a,blackberry,False,10,3153,FRUIT,blackberries
wf514b4a,orange,False,10,2659,FRUIT,orange
wf514b4a,cantaloupe,False,1,10949,FRUIT,cantaloupe
wf514b4a,pineapple,True,10,2588,FRUIT,Pineapple
wf514b4a,peaches,False,10,2577,FRUIT,peaches
wf514b4a,limes,False,-2,17933,FRUIT,limes
wf514b4a,UNK,True,3,16778,FRUIT,Durian
wf514b4a,UNK,True,10,2725,FRUIT,Guava
wf514b4a,bananas,False,10,2539,FRUIT,bananas
wf514b4a,raspberry,False,10,2434,FRUIT,raspberries
wf514b4a,mango,False,10,2529,FRUIT,mango
wf514b4a,UNK,True,10,2524,FRUIT,Clementines 
wf514b4a,strawberry,False,10,2547,FRUIT,strawberries
wf514b4a,cherry,False,10,3144,FRUIT,cherries
wf514b4a,UNK,True,10,3227,FRUIT,Passionfruit
wf514b4a,grapes,False,10,2773,FRUIT,grapes
wf514b4a,watermelon,False,10,2498,FRUIT,watermelon
wf514b4a,pear,False,10,2637,FRUIT,pear
wf514b4a,apples,False,10,2384,FRUIT,apples
wf514b4a,plums,False,10,2224,FRUIT,plums
wf514b4a,lemon,False,7,9323,FRUIT,lemon
wf514b4a,papayas,False,10,2401,FRUIT,papayas
wf514b4a,UNK,True,5,12616,ZOO,prairie dog
wf514b4a,tiger,False,-7,8870,ZOO,tiger
wf514b4a,sloth,False,-4,8310,ZOO,sloth
wf514b4a,elephant,False,3,5167,ZOO,elephant
wf514b4a,crocodile,False,-10,3266,ZOO,crocodile
wf514b4a,giraffe,False,6,3654,ZOO,giraffe
wf514b4a,zebra,False,-4,7317,ZOO,zebra
wf514b4a,deer,False,3,9701,ZOO,deer
wf514b4a,koala,False,3,5628,ZOO,koala
wf514b4a,rhinoceros,False,-4,5052,ZOO,rhinoceros
wf514b4a,cobra,False,-8,3678,ZOO,cobra
wf514b4a,gorilla,False,-6,6768,ZOO,gorilla
wf514b4a,peacock,False,5,3542,ZOO,peacock
wf514b4a,lemur,False,-4,4552,ZOO,lemur
wf514b4a,jaguar,False,-6,2587,ZOO,jaguar
wf514b4a,monkey,True,-2,3251,ZOO,monkey
wf514b4a,panda,False,6,3509,ZOO,panda
wf514b4a,lion,True,-9,6241,ZOO,Lion
wf514b4a,kangaroo,False,4,3201,ZOO,kangaroo
wf514b4a,paris,True,10,12653,VACATION,Paris
wf514b4a,copenhagen,False,10,5643,VACATION,Copenhagen
wf514b4a,vienna,False,10,3234,VACATION,Vienna
wf514b4a,istanbul,False,10,4778,VACATION,Istanbul
wf514b4a,brussels,False,10,3593,VACATION,Brussels
wf514b4a,amsterdam,False,10,2627,VACATION,Amsterdam
wf514b4a,athens,False,10,2335,VACATION,Athens
wf514b4a,rome,False,10,2354,VACATION,Rome
wf514b4a,lisbon,False,10,4114,VACATION,Lisbon
wf514b4a,berlin,True,10,2370,VACATION,Berlin
wf514b4a,london,False,10,2805,VACATION,London
wf514b4a,venice,True,10,2458,VACATION,Venice
wf514b4a,florence,False,10,2451,VACATION,Florence
wf514b4a,budapest,False,10,2999,VACATION,Budapest
wf514b4a,barcelona,False,10,2270,VACATION,Barcelona
wf514b4a,prague,False,10,2395,VACATION,Prague
wf514b4a,stockholm,False,10,2498,VACATION,Stockholm
wf514b4a,edinburgh,False,10,4140,VACATION,Edinburgh
w46af21d,plums,False,-5,4106,FRUIT,plums
w46af21d,papayas,False,0,1814,FRUIT,papayas
w46af21d,peaches,False,10,2018,FRUIT,peaches
w46af21d,pineapple,False,10,2174,FRUIT,pineapple
w46af21d,pear,False,10,2191,FRUIT,pear
w46af21d,blueberry,False,10,3937,FRUIT,blueberries
w46af21d,strawberry,False,7,3727,FRUIT,strawberries
w46af21d,orange,True,10,2207,FRUIT,orange
w46af21d,apples,False,6,2099,FRUIT,apples
w46af21d,limes,False,10,2544,FRUIT,limes
w46af21d,grapes,False,10,2088,FRUIT,grapes
w46af21d,nectarines,False,10,2624,FRUIT,nectarines
w46af21d,blackberry,False,10,2205,FRUIT,blackberries
w46af21d,lemon,False,10,2655,FRUIT,lemon
w46af21d,watermelon,False,7,2616,FRUIT,watermelon
w46af21d,bananas,True,10,3001,FRUIT,banana 
w46af21d,cantaloupe,False,10,2650,FRUIT,cantaloupe
w46af21d,raspberry,False,10,2137,FRUIT,raspberries
w46af21d,cherry,False,4,1872,FRUIT,cherries
w46af21d,vienna,False,6,2592,VACATION,Vienna
w46af21d,paris,True,6,1941,VACATION,Paris
w46af21d,athens,True,10,2265,VACATION,athens
w46af21d,lisbon,False,8,1914,VACATION,Lisbon
w46af21d,budapest,False,5,2212,VACATION,Budapest
w46af21d,berlin,False,6,2483,VACATION,Berlin
w46af21d,florence,False,10,2861,VACATION,Florence
w46af21d,venice,False,9,2570,VACATION,Venice
w46af21d,barcelona,False,10,1889,VACATION,Barcelona
w46af21d,edinburgh,False,7,1663,VACATION,Edinburgh
w46af21d,amsterdam,False,7,1832,VACATION,Amsterdam
w46af21d,stockholm,False,10,1776,VACATION,Stockholm
w46af21d,rome,False,6,2223,VACATION,Rome
w46af21d,madrid,True,9,1785,VACATION,Madrid
w46af21d,istanbul,False,10,2128,VACATION,Istanbul
w46af21d,london,False,7,2079,VACATION,London
w46af21d,brussels,False,9,2410,VACATION,Brussels
w46af21d,prague,False,10,2351,VACATION,Prague
w46af21d,copenhagen,False,6,2224,VACATION,Copenhagen
w46af21d,dublin,False,7,2217,VACATION,Dublin
w46af21d,peacock,False,9,3315,ZOO,peacock
w46af21d,sloth,False,10,2113,ZOO,sloth
w46af21d,panda,False,10,1631,ZOO,panda
w46af21d,lion,True,10,2143,ZOO,fish
w46af21d,giraffe,True,10,1937,ZOO,giraffe
w46af21d,koala,False,7,2040,ZOO,koala
w46af21d,jaguar,False,9,2249,ZOO,jaguar
w46af21d,gorilla,True,10,2080,ZOO,gorillla
w46af21d,elephant,True,10,1895,ZOO,elephant
w46af21d,rhinoceros,False,5,2448,ZOO,rhinoceros
w46af21d,UNK,True,5,2193,ZOO,snake
w46af21d,monkey,True,8,1846,ZOO,monkey
w46af21d,UNK,True,10,2097,ZOO,shark
w46af21d,zebra,True,10,2064,ZOO,zebra
w46af21d,crocodile,True,8,1889,ZOO,crocodile
w46af21d,lemur,False,10,1831,ZOO,lemur
w46af21d,kangaroo,False,5,1848,ZOO,kangaroo
w46af21d,tiger,False,6,2008,ZOO,tiger
w9e8ae6b,nectarines,False,3,6495,FRUIT,nectarines
w9e8ae6b,bananas,True,0,3322,FRUIT,Banana
w9e8ae6b,cantaloupe,False,1,3161,FRUIT,cantaloupe
w9e8ae6b,blackberry,False,6,2109,FRUIT,blackberries
w9e8ae6b,pineapple,False,-3,2510,FRUIT,pineapple
w9e8ae6b,grapes,False,-3,2685,FRUIT,grapes
w9e8ae6b,plums,False,0,2671,FRUIT,plums
w9e8ae6b,raspberry,False,7,2171,FRUIT,raspberries
w9e8ae6b,limes,False,-9,3301,FRUIT,limes
w9e8ae6b,watermelon,False,2,2469,FRUIT,watermelon
w9e8ae6b,mango,False,4,3572,FRUIT,mango
w9e8ae6b,cherry,False,6,2900,FRUIT,cherries
w9e8ae6b,blueberry,False,7,3344,FRUIT,blueberries
w9e8ae6b,orange,False,-2,2525,FRUIT,orange
w9e8ae6b,apples,False,-2,3289,FRUIT,apples
w9e8ae6b,strawberry,False,5,2907,FRUIT,strawberries
w9e8ae6b,peaches,False,-5,2711,FRUIT,peaches
w9e8ae6b,pear,False,-3,4421,FRUIT,pear
w9e8ae6b,papayas,False,0,2277,FRUIT,papayas
w9e8ae6b,lemon,False,-9,3077,FRUIT,lemon
w9e8ae6b,panda,False,0,7845,ZOO,panda
w9e8ae6b,koala,False,-6,3860,ZOO,koala
w9e8ae6b,tiger,False,-6,3952,ZOO,tiger
w9e8ae6b,cobra,False,-6,3626,ZOO,cobra
w9e8ae6b,elephant,False,2,4079,ZOO,elephant
w9e8ae6b,deer,False,7,2709,ZOO,deer
w9e8ae6b,UNK,True,7,9737,ZOO,Cabybara
w9e8ae6b,giraffe,False,0,2712,ZOO,giraffe
w9e8ae6b,kangaroo,False,-4,2829,ZOO,kangaroo
w9e8ae6b,monkey,False,-3,1653,ZOO,monkey
w9e8ae6b,zebra,False,-5,3655,ZOO,zebra
w9e8ae6b,peacock,False,2,6090,ZOO,peacock
w9e8ae6b,lemur,False,2,3157,ZOO,lemur
w9e8ae6b,sloth,False,10,2304,ZOO,sloth
w9e8ae6b,crocodile,False,-1,3170,ZOO,crocodile
w9e8ae6b,rhinoceros,False,-4,3892,ZOO,rhinoceros
w9e8ae6b,gorilla,False,-4,2188,ZOO,gorilla
w9e8ae6b,lion,True,-4,2560,ZOO,Lions
w9e8ae6b,jaguar,False,-4,5954,ZOO,jaguar
w9e8ae6b,paris,False,10,4050,VACATION,Paris
w9e8ae6b,budapest,False,10,3120,VACATION,Budapest
w9e8ae6b,copenhagen,False,10,3043,VACATION,Copenhagen
w9e8ae6b,lisbon,False,10,2454,VACATION,Lisbon
w9e8ae6b,istanbul,False,9,3452,VACATION,Istanbul
w9e8ae6b,prague,False,9,2559,VACATION,Prague
w9e8ae6b,barcelona,False,10,4187,VACATION,Barcelona
w9e8ae6b,vienna,False,10,2139,VACATION,Vienna
w9e8ae6b,rome,False,7,3475,VACATION,Rome
w9e8ae6b,amsterdam,False,10,2785,VACATION,Amsterdam
w9e8ae6b,athens,False,10,2409,VACATION,Athens
w9e8ae6b,edinburgh,False,10,2635,VACATION,Edinburgh
w9e8ae6b,stockholm,False,10,2134,VACATION,Stockholm
w9e8ae6b,venice,False,10,2050,VACATION,Venice
w9e8ae6b,london,False,10,2180,VACATION,London
w9e8ae6b,berlin,False,10,1989,VACATION,Berlin
w9e8ae6b,madrid,False,9,2986,VACATION,Madrid
w9e8ae6b,brussels,False,8,2763,VACATION,Brussels
w9e8ae6b,dublin,False,10,1892,VACATION,Dublin
w9e8ae6b,florence,False,10,1970,VACATION,Florence
w79e987b,nectarines,False,0,8345,FRUIT,nectarines
w79e987b,cherry,False,6,2736,FRUIT,cherries
w79e987b,strawberry,True,7,3354,FRUIT,Strawberry
w79e987b,pear,False,-2,2521,FRUIT,pear
w79e987b,orange,True,2,2493,FRUIT,Orange
w79e987b,pineapple,False,-4,3168,FRUIT,pineapple
w79e987b,papayas,False,0,2507,FRUIT,papayas
w79e987b,plums,False,-1,5034,FRUIT,plums
w79e987b,watermelon,False,6,4030,FRUIT,watermelon
w79e987b,blueberry,False,5,3225,FRUIT,blueberries
w79e987b,cantaloupe,False,5,2787,FRUIT,cantaloupe
w79e987b,bananas,False,-5,3153,FRUIT,bananas
w79e987b,limes,False,-9,3340,FRUIT,limes
w79e987b,peaches,False,1,6120,FRUIT,peaches
w79e987b,raspberry,False,-6,2822,FRUIT,raspberries
w79e987b,blackberry,False,-2,2845,FRUIT,blackberries
w79e987b,apples,False,0,2995,FRUIT,apples
w79e987b,grapes,False,5,3900,FRUIT,grapes
w79e987b,lemon,False,-8,3707,FRUIT,lemon
w79e987b,copenhagen,False,7,6591,VACATION,Copenhagen
w79e987b,stockholm,False,7,2394,VACATION,Stockholm
w79e987b,lisbon,False,7,1966,VACATION,Lisbon
w79e987b,dublin,False,7,1997,VACATION,Dublin
w79e987b,rome,True,10,2249,VACATION,Rome
w79e987b,london,False,8,2234,VACATION,London
w79e987b,amsterdam,False,-2,3165,VACATION,Amsterdam
w79e987b,budapest,False,7,2774,VACATION,Budapest
w79e987b,venice,False,10,2622,VACATION,Venice
w79e987b,brussels,False,8,3283,VACATION,Brussels
w79e987b,barcelona,False,8,1774,VACATION,Barcelona
w79e987b,athens,False,10,2947,VACATION,Athens
w79e987b,vienna,False,7,2866,VACATION,Vienna
w79e987b,berlin,False,7,2261,VACATION,Berlin
w79e987b,prague,False,7,3356,VACATION,Prague
w79e987b,edinburgh,False,0,2995,VACATION,Edinburgh
w79e987b,florence,False,4,2759,VACATION,Florence
w79e987b,paris,True,8,2341,VACATION,Paris
w79e987b,istanbul,False,7,2356,VACATION,Istanbul
w79e987b,rhinoceros,False,-5,8364,ZOO,rhinoceros
w79e987b,sloth,False,8,2571,ZOO,sloth
w79e987b,monkey,True,4,3541,ZOO,Monkey
w79e987b,peacock,False,7,2147,ZOO,peacock
w79e987b,elephant,True,10,2752,ZOO,Elephant
w79e987b,giraffe,False,10,2406,ZOO,giraffe
w79e987b,kangaroo,False,5,3339,ZOO,kangaroo
w79e987b,lemur,False,10,2213,ZOO,lemur
w79e987b,zebra,False,10,2630,ZOO,zebra
w79e987b,crocodile,False,-10,2844,ZOO,crocodile
w79e987b,panda,False,-5,2715,ZOO,panda
w79e987b,koala,False,1,1997,ZOO,koala
w79e987b,tiger,True,-10,3111,ZOO,Tiger
w79e987b,gorilla,False,-10,2154,ZOO,gorilla
w79e987b,jaguar,False,-10,3097,ZOO,jaguar
w79e987b,cobra,False,-10,2681,ZOO,cobra
w79e987b,lion,True,-10,2153,ZOO,Lion
wd9c9928,nectarines,False,0,29598,FRUIT,nectarines
wd9c9928,peaches,False,10,9822,FRUIT,peaches
wd9c9928,raspberry,False,10,7013,FRUIT,raspberries
wd9c9928,blackberry,False,10,3581,FRUIT,blackberries
wd9c9928,papayas,False,0,3583,FRUIT,papayas
wd9c9928,watermelon,False,10,3082,FRUIT,watermelon
wd9c9928,cherry,False,0,3728,FRUIT,cherries
wd9c9928,pear,False,10,2719,FRUIT,pear
wd9c9928,bananas,False,10,2652,FRUIT,bananas
wd9c9928,plums,False,0,3624,FRUIT,plums
wd9c9928,pineapple,False,10,3772,FRUIT,pineapple
wd9c9928,limes,False,0,4360,FRUIT,limes
wd9c9928,lemon,False,0,2760,FRUIT,lemon
wd9c9928,grapes,False,10,2699,FRUIT,grapes
wd9c9928,mango,False,0,3235,FRUIT,mango
wd9c9928,apples,False,10,3668,FRUIT,apples
wd9c9928,orange,False,10,2659,FRUIT,orange
wd9c9928,cantaloupe,False,10,2596,FRUIT,cantaloupe
wd9c9928,strawberry,True,10,2517,FRUIT,Strawberry
wd9c9928,blueberry,False,10,2536,FRUIT,blueberries
wd9c9928,elephant,False,10,11502,ZOO,elephant
wd9c9928,koala,False,10,5385,ZOO,koala
wd9c9928,lemur,False,-10,6077,ZOO,lemur
wd9c9928,jaguar,False,-10,3910,ZOO,jaguar
wd9c9928,crocodile,False,-9,4146,ZOO,crocodile
wd9c9928,deer,False,10,3941,ZOO,deer
wd9c9928,rhinoceros,False,-10,5377,ZOO,rhinoceros
wd9c9928,cobra,False,-10,7502,ZOO,cobra
wd9c9928,peacock,False,10,4871,ZOO,peacock
wd9c9928,monkey,False,10,3149,ZOO,monkey
wd9c9928,lion,True,-9,3473,ZOO,Lions
wd9c9928,giraffe,False,10,4474,ZOO,giraffe
wd9c9928,sloth,False,-9,4216,ZOO,sloth
wd9c9928,kangaroo,False,0,6665,ZOO,kangaroo
wd9c9928,panda,False,10,4303,ZOO,panda
wd9c9928,gorilla,False,-9,4625,ZOO,gorilla
wd9c9928,zebra,False,10,3799,ZOO,zebra
wd9c9928,tiger,False,-9,3546,ZOO,tiger
wd9c9928,rome,False,10,6374,VACATION,Rome
wd9c9928,venice,False,10,4773,VACATION,Venice
wd9c9928,stockholm,False,0,3917,VACATION,Stockholm
wd9c9928,paris,True,10,2835,VACATION,Paris
wd9c9928,berlin,False,-10,4840,VACATION,Berlin
wd9c9928,amsterdam,False,-9,4020,VACATION,Amsterdam
wd9c9928,vienna,False,10,3390,VACATION,Vienna
wd9c9928,brussels,False,-9,6794,VACATION,Brussels
wd9c9928,edinburgh,False,0,3030,VACATION,Edinburgh
wd9c9928,florence,False,0,2739,VACATION,Florence
wd9c9928,barcelona,False,0,2864,VACATION,Barcelona
wd9c9928,istanbul,False,0,2761,VACATION,Istanbul
wd9c9928,budapest,False,-10,3938,VACATION,Budapest
wd9c9928,lisbon,False,0,4494,VACATION,Lisbon
wd9c9928,prague,False,0,6355,VACATION,Prague
wd9c9928,athens,False,-10,7587,VACATION,Athens
wd9c9928,dublin,False,1,5773,VACATION,Dublin
wd9c9928,london,False,10,3275,VACATION,London
wd9c9928,copenhagen,False,10,4045,VACATION,Copenhagen
wff61e84,raspberry,False,10,3840,FRUIT,raspberries
wff61e84,watermelon,True,10,4707,FRUIT,Watermelon
wff61e84,grapes,False,10,4203,FRUIT,grapes
wff61e84,apples,True,10,2452,FRUIT,Apple
wff61e84,strawberry,False,10,3602,FRUIT,strawberries
wff61e84,nectarines,False,10,2581,FRUIT,nectarines
wff61e84,cantaloupe,False,10,2684,FRUIT,cantaloupe
wff61e84,UNK,True,10,2108,FRUIT,Kiwi
wff61e84,bananas,False,10,2117,FRUIT,bananas
wff61e84,plums,False,0,3966,FRUIT,plums
wff61e84,blueberry,False,10,2151,FRUIT,blueberries
wff61e84,limes,False,-10,2481,FRUIT,limes
wff61e84,peaches,True,10,2471,FRUIT,Peach
wff61e84,papayas,False,0,4122,FRUIT,papayas
wff61e84,pear,True,10,1918,FRUIT,Pear
wff61e84,cherry,False,0,2976,FRUIT,cherries
wff61e84,lemon,False,-10,2244,FRUIT,lemon
wff61e84,orange,False,0,1865,FRUIT,orange
wff61e84,blackberry,False,-10,3069,FRUIT,blackberries
wff61e84,UNK,True,10,2742,FRUIT,Grapes (green kind)
wff61e84,pineapple,True,10,2297,FRUIT,Pineapple
wff61e84,mango,False,-10,2311,FRUIT,mango
wff61e84,jaguar,False,-10,3094,ZOO,jaguar
wff61e84,panda,True,10,2633,ZOO,Panda
wff61e84,cobra,False,-10,1955,ZOO,cobra
wff61e84,koala,False,-10,2453,ZOO,koala
wff61e84,elephant,True,10,2108,ZOO,Elephant
wff61e84,lemur,False,10,2043,ZOO,lemur
wff61e84,crocodile,False,-10,2000,ZOO,crocodile
wff61e84,lion,True,-10,1928,ZOO,Lion
wff61e84,zebra,False,0,2816,ZOO,zebra
wff61e84,peacock,False,-10,2654,ZOO,peacock
wff61e84,sloth,False,-10,2915,ZOO,sloth
wff61e84,tiger,False,-10,2271,ZOO,tiger
wff61e84,deer,False,-1,2435,ZOO,deer
wff61e84,UNK,True,-10,4806,ZOO,Silverback Gorilla
wff61e84,monkey,False,-6,2714,ZOO,monkey
wff61e84,giraffe,False,5,2808,ZOO,giraffe
wff61e84,kangaroo,False,-4,3334,ZOO,kangaroo
wff61e84,gorilla,False,-10,2322,ZOO,gorilla
wff61e84,rhinoceros,False,-6,2977,ZOO,rhinoceros
wff61e84,dublin,False,5,3441,VACATION,Dublin
wff61e84,UNK,True,6,3319,VACATION,Monaco
wff61e84,lisbon,False,2,3380,VACATION,Lisbon
wff61e84,stockholm,False,-4,3870,VACATION,Stockholm
wff61e84,rome,False,4,2691,VACATION,Rome
wff61e84,copenhagen,False,7,2376,VACATION,Copenhagen
wff61e84,venice,True,10,1892,VACATION,Venice
wff61e84,budapest,False,2,2387,VACATION,Budapest
wff61e84,vienna,False,6,2200,VACATION,Vienna
wff61e84,florence,False,6,2476,VACATION,Florence
wff61e84,brussels,False,-6,2586,VACATION,Brussels
wff61e84,istanbul,False,-10,2155,VACATION,Istanbul
wff61e84,paris,True,-7,2442,VACATION,Paris
wff61e84,barcelona,False,-5,2196,VACATION,Barcelona
wff61e84,london,False,5,16811,VACATION,London
wff61e84,berlin,False,4,2263,VACATION,Berlin
wff61e84,edinburgh,False,5,2067,VACATION,Edinburgh
wff61e84,amsterdam,False,10,2114,VACATION,Amsterdam
wff61e84,athens,False,-3,1992,VACATION,Athens
wff61e84,prague,False,4,2064,VACATION,Prague
wfa60274,raspberry,False,10,5156,FRUIT,raspberries
