wid,prompt,response
w87b0c79,Finding a $5 bill on the street,5
w87b0c79,Breaking both legs in a car accident,-10
w87b0c79,Stubbing your toe,-5
w98430c9,Eating a spoonful of rice,4
w98430c9,Breaking both legs in a car accident,-10
w98430c9,Stubbing your toe,-5
w98430c9,Finding a $5 bill on the street,2
w98430c9,Free dinner with a friend at your favorite restaurant,7
w98430c9,Getting a flat tire on the way home from work,-7
w98430c9,Winning the lottery,10
w247ad9e,Stubbing your toe,-10
w247ad9e,Free dinner with a friend at your favorite restaurant,10
w247ad9e,Breaking both legs in a car accident,-10
w247ad9e,Eating a spoonful of rice,3
w247ad9e,Finding a $5 bill on the street,10
w247ad9e,Getting a flat tire on the way home from work,-10
w247ad9e,Winning the lottery,10
w80b1be3,Finding a $5 bill on the street,7
w80b1be3,Stubbing your toe,-5
w80b1be3,Getting a flat tire on the way home from work,-7
w80b1be3,Breaking both legs in a car accident,-10
w80b1be3,Free dinner with a friend at your favorite restaurant,9
w80b1be3,Winning the lottery,10
w80b1be3,Eating a spoonful of rice,5
w65d4270,Free dinner with a friend at your favorite restaurant,7
w65d4270,Winning the lottery,10
w65d4270,Stubbing your toe,-5
w65d4270,Finding a $5 bill on the street,5
w65d4270,Getting a flat tire on the way home from work,-7
w65d4270,Breaking both legs in a car accident,-10
w65d4270,Eating a spoonful of rice,-2
wbb8eb7f,Getting a flat tire on the way home from work,-9
wbb8eb7f,Free dinner with a friend at your favorite restaurant,8
wbb8eb7f,Stubbing your toe,-6
wbb8eb7f,Eating a spoonful of rice,1
wbb8eb7f,Winning the lottery,10
wbb8eb7f,Breaking both legs in a car accident,-10
wbb8eb7f,Finding a $5 bill on the street,2
wc2cb089,Stubbing your toe,-3
wc2cb089,Breaking both legs in a car accident,-10
wc2cb089,Eating a spoonful of rice,2
wc2cb089,Free dinner with a friend at your favorite restaurant,7
wc2cb089,Getting a flat tire on the way home from work,-6
wc2cb089,Finding a $5 bill on the street,4
wc2cb089,Winning the lottery,10
wa1838b6,Getting a flat tire on the way home from work,-10
wa1838b6,Eating a spoonful of rice,6
wa1838b6,Breaking both legs in a car accident,-10
wa1838b6,Stubbing your toe,-2
wa1838b6,Winning the lottery,10
wa1838b6,Free dinner with a friend at your favorite restaurant,10
wa1838b6,Finding a $5 bill on the street,3
w357eed1,Stubbing your toe,-5
w357eed1,Eating a spoonful of rice,6
w357eed1,Getting a flat tire on the way home from work,-10
w357eed1,Winning the lottery,10
w357eed1,Breaking both legs in a car accident,-9
w357eed1,Free dinner with a friend at your favorite restaurant,10
w357eed1,Finding a $5 bill on the street,2
w22f605c,Stubbing your toe,-5
w22f605c,Finding a $5 bill on the street,6
w22f605c,Eating a spoonful of rice,0
w22f605c,Free dinner with a friend at your favorite restaurant,8
w22f605c,Getting a flat tire on the way home from work,-8
w22f605c,Winning the lottery,10
w22f605c,Breaking both legs in a car accident,-10
wda810b6,Finding a $5 bill on the street,10
wda810b6,Getting a flat tire on the way home from work,-8
wda810b6,Eating a spoonful of rice,4
wda810b6,Stubbing your toe,-6
wda810b6,Free dinner with a friend at your favorite restaurant,10
wda810b6,Winning the lottery,10
wda810b6,Breaking both legs in a car accident,-10
wdca52cd,Stubbing your toe,-1
wdca52cd,Free dinner with a friend at your favorite restaurant,2
wdca52cd,Eating a spoonful of rice,-1
wdca52cd,Getting a flat tire on the way home from work,-4
wdca52cd,Finding a $5 bill on the street,2
wdca52cd,Winning the lottery,5
wdca52cd,Breaking both legs in a car accident,-9
w95c2b6e,Stubbing your toe,-5
w95c2b6e,Getting a flat tire on the way home from work,-7
w95c2b6e,Breaking both legs in a car accident,-10
w95c2b6e,Free dinner with a friend at your favorite restaurant,7
w95c2b6e,Winning the lottery,10
w95c2b6e,Eating a spoonful of rice,0
w95c2b6e,Finding a $5 bill on the street,3
w8669c78,Stubbing your toe,-10
w8669c78,Eating a spoonful of rice,0
w8669c78,Winning the lottery,10
w8669c78,Breaking both legs in a car accident,-10
w8669c78,Free dinner with a friend at your favorite restaurant,10
w8669c78,Getting a flat tire on the way home from work,-10
w8669c78,Finding a $5 bill on the street,10
we5bcadc,Breaking both legs in a car accident,-10
we5bcadc,Free dinner with a friend at your favorite restaurant,10
we5bcadc,Finding a $5 bill on the street,10
we5bcadc,Getting a flat tire on the way home from work,-8
we5bcadc,Winning the lottery,5
we5bcadc,Stubbing your toe,-4
we5bcadc,Eating a spoonful of rice,6
wcea6264,Free dinner with a friend at your favorite restaurant,-10
wcea6264,Finding a $5 bill on the street,10
wcea6264,Breaking both legs in a car accident,-10
wcea6264,Winning the lottery,0
wcea6264,Stubbing your toe,-10
wcea6264,Eating a spoonful of rice,-10
wcea6264,Getting a flat tire on the way home from work,0
w0acf137,Getting a flat tire on the way home from work,-4
w0acf137,Breaking both legs in a car accident,-10
w0acf137,Winning the lottery,9
w0acf137,Free dinner with a friend at your favorite restaurant,6
w0acf137,Stubbing your toe,-2
w0acf137,Finding a $5 bill on the street,2
w0acf137,Eating a spoonful of rice,2
w66d5d22,Breaking both legs in a car accident,-10
w66d5d22,Winning the lottery,10
w66d5d22,Eating a spoonful of rice,3
w66d5d22,Finding a $5 bill on the street,6
w66d5d22,Stubbing your toe,-4
w66d5d22,Free dinner with a friend at your favorite restaurant,8
w66d5d22,Getting a flat tire on the way home from work,-7
wdb4ab59,Breaking both legs in a car accident,-10
wdb4ab59,Eating a spoonful of rice,0
wdb4ab59,Getting a flat tire on the way home from work,-7
wdb4ab59,Free dinner with a friend at your favorite restaurant,6
wdb4ab59,Finding a $5 bill on the street,3
wdb4ab59,Stubbing your toe,-2
wdb4ab59,Winning the lottery,10
w47be418,Finding a $5 bill on the street,4
w47be418,Breaking both legs in a car accident,-9
w47be418,Getting a flat tire on the way home from work,-3
w47be418,Stubbing your toe,-1
w47be418,Free dinner with a friend at your favorite restaurant,4
w47be418,Eating a spoonful of rice,2
w47be418,Winning the lottery,8
wc8fc090,Finding a $5 bill on the street,6
wc8fc090,Free dinner with a friend at your favorite restaurant,8
wc8fc090,Eating a spoonful of rice,3
wc8fc090,Stubbing your toe,-3
wc8fc090,Winning the lottery,10
wc8fc090,Breaking both legs in a car accident,-10
wc8fc090,Getting a flat tire on the way home from work,-8
w84c0f3b,Eating a spoonful of rice,10
w84c0f3b,Free dinner with a friend at your favorite restaurant,10
w84c0f3b,Getting a flat tire on the way home from work,-10
w84c0f3b,Stubbing your toe,-10
w84c0f3b,Finding a $5 bill on the street,10
w84c0f3b,Breaking both legs in a car accident,-10
w84c0f3b,Winning the lottery,10
w37c0088,Stubbing your toe,-3
w37c0088,Eating a spoonful of rice,5
w37c0088,Free dinner with a friend at your favorite restaurant,8
w37c0088,Breaking both legs in a car accident,-8
w37c0088,Getting a flat tire on the way home from work,-4
w37c0088,Winning the lottery,10
w37c0088,Finding a $5 bill on the street,7
w0f5b403,Finding a $5 bill on the street,8
w0f5b403,Free dinner with a friend at your favorite restaurant,10
w0f5b403,Eating a spoonful of rice,0
w0f5b403,Stubbing your toe,-7
w0f5b403,Getting a flat tire on the way home from work,-9
w0f5b403,Winning the lottery,9
w0f5b403,Breaking both legs in a car accident,-10
wd92edf0,Stubbing your toe,-10
wd92edf0,Free dinner with a friend at your favorite restaurant,10
wd92edf0,Eating a spoonful of rice,0
wd92edf0,Finding a $5 bill on the street,5
wd92edf0,Breaking both legs in a car accident,-10
wd92edf0,Winning the lottery,10
wd92edf0,Getting a flat tire on the way home from work,-5
w968ca11,Stubbing your toe,-10
w968ca11,Winning the lottery,10
w968ca11,Free dinner with a friend at your favorite restaurant,9
w968ca11,Eating a spoonful of rice,2
w968ca11,Getting a flat tire on the way home from work,-9
w968ca11,Breaking both legs in a car accident,-9
w968ca11,Finding a $5 bill on the street,6
wd1ef536,Eating a spoonful of rice,0
wd1ef536,Breaking both legs in a car accident,-10
wd1ef536,Getting a flat tire on the way home from work,-6
wd1ef536,Free dinner with a friend at your favorite restaurant,5
wd1ef536,Winning the lottery,10
wd1ef536,Stubbing your toe,-2
wd1ef536,Finding a $5 bill on the street,2
w0ed976f,Breaking both legs in a car accident,-10
w0ed976f,Free dinner with a friend at your favorite restaurant,10
w0ed976f,Finding a $5 bill on the street,4
w0ed976f,Eating a spoonful of rice,2
w0ed976f,Getting a flat tire on the way home from work,-10
w0ed976f,Winning the lottery,10
w0ed976f,Stubbing your toe,-8
w5b50df7,Getting a flat tire on the way home from work,-5
w5b50df7,Stubbing your toe,-5
w5b50df7,Free dinner with a friend at your favorite restaurant,6
w5b50df7,Eating a spoonful of rice,3
w5b50df7,Breaking both legs in a car accident,-10
w5b50df7,Winning the lottery,10
w5b50df7,Finding a $5 bill on the street,7
wdef327e,Winning the lottery,8
wdef327e,Breaking both legs in a car accident,-7
wdef327e,Eating a spoonful of rice,3
wdef327e,Getting a flat tire on the way home from work,-4
wdef327e,Finding a $5 bill on the street,1
wdef327e,Free dinner with a friend at your favorite restaurant,3
wdef327e,Stubbing your toe,-1
wbc7045c,Free dinner with a friend at your favorite restaurant,6
wbc7045c,Eating a spoonful of rice,1
wbc7045c,Breaking both legs in a car accident,-10
wbc7045c,Winning the lottery,10
wbc7045c,Stubbing your toe,-3
wbc7045c,Finding a $5 bill on the street,3
wbc7045c,Getting a flat tire on the way home from work,-4
w7877f41,Getting a flat tire on the way home from work,-5
w7877f41,Finding a $5 bill on the street,3
w7877f41,Free dinner with a friend at your favorite restaurant,5
w7877f41,Stubbing your toe,-2
w7877f41,Winning the lottery,8
w7877f41,Eating a spoonful of rice,0
w7877f41,Breaking both legs in a car accident,-7
wc039dbd,Getting a flat tire on the way home from work,-3
wc039dbd,Breaking both legs in a car accident,-7
wc039dbd,Eating a spoonful of rice,0
wc039dbd,Winning the lottery,7
wc039dbd,Stubbing your toe,-2
wc039dbd,Free dinner with a friend at your favorite restaurant,4
wc039dbd,Finding a $5 bill on the street,1
we3c4461,Breaking both legs in a car accident,-10
we3c4461,Free dinner with a friend at your favorite restaurant,10
we3c4461,Finding a $5 bill on the street,0
we3c4461,Eating a spoonful of rice,3
we3c4461,Winning the lottery,10
we3c4461,Getting a flat tire on the way home from work,-7
we3c4461,Stubbing your toe,-6
w72ad27c,Finding a $5 bill on the street,10
w72ad27c,Stubbing your toe,-7
w72ad27c,Winning the lottery,10
w72ad27c,Free dinner with a friend at your favorite restaurant,10
w72ad27c,Getting a flat tire on the way home from work,-8
w72ad27c,Eating a spoonful of rice,0
w72ad27c,Breaking both legs in a car accident,-10
w0a54d49,Stubbing your toe,-3
w0a54d49,Winning the lottery,10
w0a54d49,Eating a spoonful of rice,0
w0a54d49,Breaking both legs in a car accident,-10
w0a54d49,Finding a $5 bill on the street,4
w0a54d49,Free dinner with a friend at your favorite restaurant,5
w0a54d49,Getting a flat tire on the way home from work,-6
wdcdc744,Winning the lottery,10
wdcdc744,Finding a $5 bill on the street,3
wdcdc744,Breaking both legs in a car accident,-10
wdcdc744,Eating a spoonful of rice,-2
wdcdc744,Getting a flat tire on the way home from work,-7
wdcdc744,Free dinner with a friend at your favorite restaurant,5
wdcdc744,Stubbing your toe,-3
w4672af3,Free dinner with a friend at your favorite restaurant,9
w4672af3,Winning the lottery,10
w4672af3,Breaking both legs in a car accident,-10
w4672af3,Stubbing your toe,-6
w4672af3,Getting a flat tire on the way home from work,-9
w4672af3,Eating a spoonful of rice,2
w4672af3,Finding a $5 bill on the street,5
wde747ce,Stubbing your toe,-4
wde747ce,Eating a spoonful of rice,4
wde747ce,Getting a flat tire on the way home from work,-8
wde747ce,Free dinner with a friend at your favorite restaurant,8
wde747ce,Finding a $5 bill on the street,7
wde747ce,Winning the lottery,10
wde747ce,Breaking both legs in a car accident,-10
w4072c9a,Winning the lottery,10
w4072c9a,Free dinner with a friend at your favorite restaurant,6
w4072c9a,Getting a flat tire on the way home from work,-3
w4072c9a,Breaking both legs in a car accident,-7
w4072c9a,Stubbing your toe,-2
w4072c9a,Eating a spoonful of rice,0
w4072c9a,Finding a $5 bill on the street,2
wa9c1be9,Breaking both legs in a car accident,-10
wa9c1be9,Eating a spoonful of rice,6
wa9c1be9,Free dinner with a friend at your favorite restaurant,8
wa9c1be9,Stubbing your toe,-3
wa9c1be9,Finding a $5 bill on the street,8
wa9c1be9,Winning the lottery,10
wa9c1be9,Getting a flat tire on the way home from work,-10
w7aec282,Free dinner with a friend at your favorite restaurant,8
w7aec282,Finding a $5 bill on the street,5
w7aec282,Winning the lottery,10
w7aec282,Eating a spoonful of rice,0
w7aec282,Getting a flat tire on the way home from work,-9
w7aec282,Stubbing your toe,-6
w7aec282,Breaking both legs in a car accident,-10
w35ecdcf,Breaking both legs in a car accident,-10
w35ecdcf,Finding a $5 bill on the street,10
w35ecdcf,Eating a spoonful of rice,-4
w35ecdcf,Free dinner with a friend at your favorite restaurant,10
w35ecdcf,Stubbing your toe,-7
w35ecdcf,Getting a flat tire on the way home from work,-6
w35ecdcf,Winning the lottery,10
w30e7b84,Eating a spoonful of rice,7
w30e7b84,Breaking both legs in a car accident,-10
w30e7b84,Finding a $5 bill on the street,10
w30e7b84,Free dinner with a friend at your favorite restaurant,10
w30e7b84,Winning the lottery,10
w30e7b84,Stubbing your toe,-7
w30e7b84,Getting a flat tire on the way home from work,-10
wa5291e7,Breaking both legs in a car accident,-10
wa5291e7,Finding a $5 bill on the street,10
wa5291e7,Free dinner with a friend at your favorite restaurant,10
wa5291e7,Getting a flat tire on the way home from work,-10
wa5291e7,Stubbing your toe,-10
wa5291e7,Winning the lottery,10
wa5291e7,Eating a spoonful of rice,0
w7877e78,Eating a spoonful of rice,0
w7877e78,Getting a flat tire on the way home from work,-5
w7877e78,Free dinner with a friend at your favorite restaurant,7
w7877e78,Finding a $5 bill on the street,3
w7877e78,Stubbing your toe,-2
w7877e78,Winning the lottery,10
w7877e78,Breaking both legs in a car accident,-10
w07c5d07,Winning the lottery,10
w07c5d07,Getting a flat tire on the way home from work,-8
w07c5d07,Eating a spoonful of rice,1
w07c5d07,Breaking both legs in a car accident,-9
w07c5d07,Finding a $5 bill on the street,2
w07c5d07,Stubbing your toe,-2
w07c5d07,Free dinner with a friend at your favorite restaurant,5
wf7435ee,Breaking both legs in a car accident,-10
wf7435ee,Winning the lottery,10
wf7435ee,Stubbing your toe,-6
wf7435ee,Free dinner with a friend at your favorite restaurant,9
wf7435ee,Getting a flat tire on the way home from work,-3
wf7435ee,Eating a spoonful of rice,2
wf7435ee,Finding a $5 bill on the street,6
wa692bd9,Free dinner with a friend at your favorite restaurant,7
wa692bd9,Getting a flat tire on the way home from work,-7
wa692bd9,Finding a $5 bill on the street,5
wa692bd9,Eating a spoonful of rice,0
wa692bd9,Breaking both legs in a car accident,-10
wa692bd9,Stubbing your toe,-4
wa692bd9,Winning the lottery,10
wabcb33f,Winning the lottery,-2
wabcb33f,Eating a spoonful of rice,-3
wabcb33f,Breaking both legs in a car accident,-10
wabcb33f,Getting a flat tire on the way home from work,-10
wabcb33f,Free dinner with a friend at your favorite restaurant,4
wabcb33f,Stubbing your toe,-8
wabcb33f,Finding a $5 bill on the street,2
w2c4b6c3,Stubbing your toe,-4
w2c4b6c3,Breaking both legs in a car accident,-10
w2c4b6c3,Winning the lottery,10
w2c4b6c3,Eating a spoonful of rice,1
w2c4b6c3,Free dinner with a friend at your favorite restaurant,4
w2c4b6c3,Getting a flat tire on the way home from work,-3
w2c4b6c3,Finding a $5 bill on the street,3
w09e5016,Breaking both legs in a car accident,-10
w09e5016,Stubbing your toe,-6
w09e5016,Finding a $5 bill on the street,2
w09e5016,Free dinner with a friend at your favorite restaurant,7
w09e5016,Getting a flat tire on the way home from work,-6
w09e5016,Eating a spoonful of rice,-2
w09e5016,Winning the lottery,10
w79b24a9,Breaking both legs in a car accident,-10
w79b24a9,Free dinner with a friend at your favorite restaurant,10
w79b24a9,Winning the lottery,10
w79b24a9,Eating a spoonful of rice,0
w79b24a9,Getting a flat tire on the way home from work,-10
w79b24a9,Stubbing your toe,-7
w79b24a9,Finding a $5 bill on the street,6
wd19a423,Finding a $5 bill on the street,10
wd19a423,Breaking both legs in a car accident,-10
wd19a423,Free dinner with a friend at your favorite restaurant,10
wd19a423,Stubbing your toe,-10
wd19a423,Getting a flat tire on the way home from work,-10
wd19a423,Winning the lottery,10
wd19a423,Eating a spoonful of rice,0
w3ac7814,Getting a flat tire on the way home from work,-9
w3ac7814,Stubbing your toe,-3
w3ac7814,Winning the lottery,9
w3ac7814,Finding a $5 bill on the street,3
w3ac7814,Free dinner with a friend at your favorite restaurant,8
w3ac7814,Eating a spoonful of rice,-1
w3ac7814,Breaking both legs in a car accident,-9
wa50a45e,Free dinner with a friend at your favorite restaurant,7
wa50a45e,Winning the lottery,10
wa50a45e,Finding a $5 bill on the street,3
wa50a45e,Getting a flat tire on the way home from work,-6
wa50a45e,Stubbing your toe,-2
wa50a45e,Breaking both legs in a car accident,-10
wa50a45e,Eating a spoonful of rice,1
w01057a8,Stubbing your toe,-3
w01057a8,Free dinner with a friend at your favorite restaurant,10
w01057a8,Winning the lottery,10
w01057a8,Getting a flat tire on the way home from work,-3
w01057a8,Finding a $5 bill on the street,3
w01057a8,Eating a spoonful of rice,0
w01057a8,Breaking both legs in a car accident,-7
w2960c6c,Getting a flat tire on the way home from work,-10
w2960c6c,Finding a $5 bill on the street,6
w2960c6c,Stubbing your toe,-7
w2960c6c,Breaking both legs in a car accident,-10
w2960c6c,Free dinner with a friend at your favorite restaurant,9
w2960c6c,Winning the lottery,10
w2960c6c,Eating a spoonful of rice,2
w54c83d7,Breaking both legs in a car accident,-10
w54c83d7,Stubbing your toe,0
w54c83d7,Winning the lottery,10
w54c83d7,Eating a spoonful of rice,0
w54c83d7,Finding a $5 bill on the street,3
w54c83d7,Getting a flat tire on the way home from work,-6
w54c83d7,Free dinner with a friend at your favorite restaurant,6
w3852607,Breaking both legs in a car accident,-10
w3852607,Stubbing your toe,-3
w3852607,Free dinner with a friend at your favorite restaurant,10
w3852607,Finding a $5 bill on the street,7
w3852607,Eating a spoonful of rice,0
w3852607,Getting a flat tire on the way home from work,-6
w3852607,Winning the lottery,10
w8e5dd0b,Stubbing your toe,-8
w8e5dd0b,Eating a spoonful of rice,8
w8e5dd0b,Breaking both legs in a car accident,-10
w8e5dd0b,Getting a flat tire on the way home from work,-4
w8e5dd0b,Finding a $5 bill on the street,4
w8e5dd0b,Winning the lottery,10
w8e5dd0b,Free dinner with a friend at your favorite restaurant,8
w2c734e6,Breaking both legs in a car accident,-10
w2c734e6,Finding a $5 bill on the street,10
w2c734e6,Eating a spoonful of rice,0
w2c734e6,Free dinner with a friend at your favorite restaurant,10
w2c734e6,Winning the lottery,10
w2c734e6,Stubbing your toe,-10
w2c734e6,Getting a flat tire on the way home from work,-10
wecd51bc,Breaking both legs in a car accident,-10
wecd51bc,Eating a spoonful of rice,1
wecd51bc,Winning the lottery,10
wecd51bc,Free dinner with a friend at your favorite restaurant,9
wecd51bc,Stubbing your toe,-2
wecd51bc,Getting a flat tire on the way home from work,-4
wecd51bc,Finding a $5 bill on the street,3
w317ecf3,Winning the lottery,10
w317ecf3,Free dinner with a friend at your favorite restaurant,7
w317ecf3,Breaking both legs in a car accident,-10
w317ecf3,Getting a flat tire on the way home from work,-5
w317ecf3,Eating a spoonful of rice,1
w317ecf3,Finding a $5 bill on the street,3
w317ecf3,Stubbing your toe,-4
w536c13d,Getting a flat tire on the way home from work,-4
w536c13d,Breaking both legs in a car accident,-9
w536c13d,Eating a spoonful of rice,1
w536c13d,Winning the lottery,10
w536c13d,Stubbing your toe,-1
w536c13d,Finding a $5 bill on the street,4
w536c13d,Free dinner with a friend at your favorite restaurant,6
wfd84326,Breaking both legs in a car accident,-10
wfd84326,Stubbing your toe,-6
wfd84326,Winning the lottery,10
wfd84326,Free dinner with a friend at your favorite restaurant,7
wfd84326,Eating a spoonful of rice,4
wfd84326,Finding a $5 bill on the street,2
wfd84326,Getting a flat tire on the way home from work,-5
w89d5e6d,Free dinner with a friend at your favorite restaurant,10
w89d5e6d,Breaking both legs in a car accident,-10
w89d5e6d,Winning the lottery,10
w89d5e6d,Finding a $5 bill on the street,4
w89d5e6d,Stubbing your toe,-10
w89d5e6d,Eating a spoonful of rice,-7
w89d5e6d,Getting a flat tire on the way home from work,-10
wc941dce,Finding a $5 bill on the street,8
wc941dce,Getting a flat tire on the way home from work,-9
wc941dce,Breaking both legs in a car accident,-10
wc941dce,Winning the lottery,3
wc941dce,Free dinner with a friend at your favorite restaurant,9
wc941dce,Eating a spoonful of rice,2
wc941dce,Stubbing your toe,-3
wcfd96e8,Breaking both legs in a car accident,-9
wcfd96e8,Getting a flat tire on the way home from work,-2
wcfd96e8,Winning the lottery,4
wcfd96e8,Free dinner with a friend at your favorite restaurant,6
wcfd96e8,Eating a spoonful of rice,0
wcfd96e8,Finding a $5 bill on the street,1
wcfd96e8,Stubbing your toe,-1
w60b2050,Stubbing your toe,-7
w60b2050,Winning the lottery,10
w60b2050,Breaking both legs in a car accident,-10
w60b2050,Free dinner with a friend at your favorite restaurant,9
w60b2050,Getting a flat tire on the way home from work,-7
w60b2050,Eating a spoonful of rice,2
w60b2050,Finding a $5 bill on the street,5
w9a79f23,Breaking both legs in a car accident,-10
w9a79f23,Stubbing your toe,-2
w9a79f23,Free dinner with a friend at your favorite restaurant,10
w9a79f23,Eating a spoonful of rice,6
w9a79f23,Finding a $5 bill on the street,10
w9a79f23,Winning the lottery,10
w9a79f23,Getting a flat tire on the way home from work,-6
wba28dcb,Getting a flat tire on the way home from work,-9
wba28dcb,Breaking both legs in a car accident,-10
wba28dcb,Finding a $5 bill on the street,4
wba28dcb,Stubbing your toe,-3
wba28dcb,Eating a spoonful of rice,1
wba28dcb,Free dinner with a friend at your favorite restaurant,6
wba28dcb,Winning the lottery,10
w75ab4a1,Eating a spoonful of rice,0
w75ab4a1,Breaking both legs in a car accident,-10
w75ab4a1,Free dinner with a friend at your favorite restaurant,3
w75ab4a1,Winning the lottery,10
w75ab4a1,Getting a flat tire on the way home from work,-8
w75ab4a1,Finding a $5 bill on the street,1
w75ab4a1,Stubbing your toe,-2
wd4cdd25,Stubbing your toe,-2
wd4cdd25,Breaking both legs in a car accident,-10
wd4cdd25,Winning the lottery,10
wd4cdd25,Getting a flat tire on the way home from work,-4
wd4cdd25,Free dinner with a friend at your favorite restaurant,9
wd4cdd25,Eating a spoonful of rice,0
wd4cdd25,Finding a $5 bill on the street,2
w2cd6f85,Breaking both legs in a car accident,-9
w2cd6f85,Free dinner with a friend at your favorite restaurant,7
w2cd6f85,Stubbing your toe,-6
w2cd6f85,Finding a $5 bill on the street,3
w2cd6f85,Getting a flat tire on the way home from work,-5
w2cd6f85,Eating a spoonful of rice,0
w2cd6f85,Winning the lottery,7
w2fbfbd4,Finding a $5 bill on the street,4
w2fbfbd4,Winning the lottery,10
w2fbfbd4,Breaking both legs in a car accident,-10
w2fbfbd4,Stubbing your toe,-3
w2fbfbd4,Getting a flat tire on the way home from work,-6
w2fbfbd4,Free dinner with a friend at your favorite restaurant,10
w2fbfbd4,Eating a spoonful of rice,5
wbfe5a00,Free dinner with a friend at your favorite restaurant,10
wbfe5a00,Eating a spoonful of rice,1
wbfe5a00,Getting a flat tire on the way home from work,-10
wbfe5a00,Finding a $5 bill on the street,7
wbfe5a00,Winning the lottery,10
wbfe5a00,Stubbing your toe,-3
wbfe5a00,Breaking both legs in a car accident,-10
wbf3a03b,Winning the lottery,10
wbf3a03b,Stubbing your toe,-10
wbf3a03b,Eating a spoonful of rice,0
wbf3a03b,Free dinner with a friend at your favorite restaurant,7
wbf3a03b,Breaking both legs in a car accident,-10
wbf3a03b,Finding a $5 bill on the street,5
wbf3a03b,Getting a flat tire on the way home from work,-8
w3e04097,Free dinner with a friend at your favorite restaurant,5
w3e04097,Finding a $5 bill on the street,1
w3e04097,Getting a flat tire on the way home from work,-7
w3e04097,Eating a spoonful of rice,2
w3e04097,Winning the lottery,7
w3e04097,Breaking both legs in a car accident,-10
w3e04097,Stubbing your toe,-3
w9db3a6b,Eating a spoonful of rice,2
w9db3a6b,Winning the lottery,10
w9db3a6b,Breaking both legs in a car accident,-10
w9db3a6b,Stubbing your toe,-2
w9db3a6b,Getting a flat tire on the way home from work,-4
w9db3a6b,Free dinner with a friend at your favorite restaurant,5
w9db3a6b,Finding a $5 bill on the street,1
w64d49f6,Finding a $5 bill on the street,10
w64d49f6,Winning the lottery,10
w64d49f6,Free dinner with a friend at your favorite restaurant,10
w64d49f6,Getting a flat tire on the way home from work,-10
w64d49f6,Stubbing your toe,-10
w64d49f6,Eating a spoonful of rice,0
w64d49f6,Breaking both legs in a car accident,-10
wfaf1665,Breaking both legs in a car accident,-10
wfaf1665,Stubbing your toe,-2
wfaf1665,Free dinner with a friend at your favorite restaurant,6
wfaf1665,Finding a $5 bill on the street,4
wfaf1665,Winning the lottery,10
wfaf1665,Eating a spoonful of rice,0
wfaf1665,Getting a flat tire on the way home from work,-2
w04fecf9,Eating a spoonful of rice,1
w04fecf9,Winning the lottery,10
w04fecf9,Finding a $5 bill on the street,5
w04fecf9,Stubbing your toe,-8
w04fecf9,Getting a flat tire on the way home from work,-9
w04fecf9,Free dinner with a friend at your favorite restaurant,10
w04fecf9,Breaking both legs in a car accident,-10
w5e12ad1,Getting a flat tire on the way home from work,-7
w5e12ad1,Eating a spoonful of rice,4
w5e12ad1,Finding a $5 bill on the street,8
w5e12ad1,Free dinner with a friend at your favorite restaurant,7
w5e12ad1,Winning the lottery,10
w5e12ad1,Breaking both legs in a car accident,-10
w5e12ad1,Stubbing your toe,-2
wf5c119a,Winning the lottery,10
wf5c119a,Breaking both legs in a car accident,-10
wf5c119a,Eating a spoonful of rice,4
wf5c119a,Getting a flat tire on the way home from work,-4
wf5c119a,Finding a $5 bill on the street,4
wf5c119a,Stubbing your toe,-5
wf5c119a,Free dinner with a friend at your favorite restaurant,6
w5a10bef,Eating a spoonful of rice,1
w5a10bef,Finding a $5 bill on the street,2
w5a10bef,Breaking both legs in a car accident,-10
w5a10bef,Winning the lottery,10
w5a10bef,Getting a flat tire on the way home from work,-5
w5a10bef,Free dinner with a friend at your favorite restaurant,6
w5a10bef,Stubbing your toe,-2
w9e78153,Getting a flat tire on the way home from work,-5
w9e78153,Finding a $5 bill on the street,10
w9e78153,Free dinner with a friend at your favorite restaurant,10
w9e78153,Winning the lottery,10
w9e78153,Breaking both legs in a car accident,-10
w9e78153,Stubbing your toe,-1
w9e78153,Eating a spoonful of rice,0
w61b0ebd,Stubbing your toe,-6
w61b0ebd,Eating a spoonful of rice,-2
w61b0ebd,Getting a flat tire on the way home from work,-8
w61b0ebd,Breaking both legs in a car accident,-10
w61b0ebd,Free dinner with a friend at your favorite restaurant,9
w61b0ebd,Finding a $5 bill on the street,4
w61b0ebd,Winning the lottery,10
w824ec09,Free dinner with a friend at your favorite restaurant,10
w824ec09,Breaking both legs in a car accident,-10
w824ec09,Finding a $5 bill on the street,2
w824ec09,Eating a spoonful of rice,0
w824ec09,Winning the lottery,10
w824ec09,Stubbing your toe,-2
w824ec09,Getting a flat tire on the way home from work,-4
wf67f913,Breaking both legs in a car accident,-10
wf67f913,Getting a flat tire on the way home from work,-6
wf67f913,Free dinner with a friend at your favorite restaurant,5
wf67f913,Winning the lottery,10
wf67f913,Eating a spoonful of rice,0
wf67f913,Finding a $5 bill on the street,2
wf67f913,Stubbing your toe,-2
w4ef1101,Getting a flat tire on the way home from work,-5
w4ef1101,Winning the lottery,10
w4ef1101,Free dinner with a friend at your favorite restaurant,3
w4ef1101,Finding a $5 bill on the street,2
w4ef1101,Eating a spoonful of rice,0
w4ef1101,Stubbing your toe,-1
w4ef1101,Breaking both legs in a car accident,-7
weccfc3c,Winning the lottery,10
