wid,prompt_id,outcome,evaluation,considered
w4fdf442,Fruit (ripe),watermelon,0,False
w4fdf442,Fruit (ripe),lemon,0,False
w4fdf442,Fruit (ripe),mango,0,False
w4fdf442,Fruit (ripe),peach,-4,False
w4fdf442,Fruit (ripe),pineapple,0,False
w4fdf442,Fruit (ripe),cantaloupe,2,False
w4fdf442,Fruit (ripe),orange,3,False
w4fdf442,Fruit (ripe),grape,3,False
w4fdf442,Fruit (ripe),strawberry,2,False
w4fdf442,Fruit (ripe),blueberry,0,False
w4fdf442,Fruit (ripe),banana,4,False
w4fdf442,Fruit (ripe),raspberry,0,False
w4fdf442,Cities (vacation),Venice,5,False
w4fdf442,Cities (vacation),Athens,3,False
w4fdf442,Cities (vacation),Rome,4,False
w4fdf442,Cities (vacation),Madrid,3,False
w4fdf442,Cities (vacation),Paris,5,True
w4fdf442,Cities (vacation),Amsterdam,6,False
w4fdf442,Cities (vacation),London,7,False
w4fdf442,Cities (vacation),Vienna,2,False
w4fdf442,Vehicles (commute),skateboard,-4,False
w4fdf442,Vehicles (commute),train,7,True
w4fdf442,Vehicles (commute),plane,8,False
w4fdf442,Vehicles (commute),bicycle,0,False
w4fdf442,Vehicles (commute),boat,1,False
w4fdf442,Vehicles (commute),unicycle,-2,False
w4fdf442,Vehicles (commute),scooter,-3,False
w4fdf442,Vehicles (commute),car,3,True
w4fdf442,Vehicles (commute),limousine,5,False
w4fdf442,Vehicles (commute),motorcycle,2,False
w4fdf442,Vehicles (commute),bus,1,True
w4fdf442,Vehicles (commute),helicopter,6,False
w4fdf442,Animals (intimate),giraffe,2,False
w4fdf442,Animals (intimate),shark,-3,False
w4fdf442,Animals (intimate),deer,1,False
w4fdf442,Animals (intimate),peacock,1,False
w4fdf442,Animals (intimate),penguin,4,False
w4fdf442,Animals (intimate),dolphin,3,False
w4fdf442,Animals (intimate),gorilla,-3,True
w4fdf442,Animals (intimate),koala,8,False
w4fdf442,Animals (intimate),cobra,-6,False
w4fdf442,Animals (intimate),monkey,-1,False
w4fdf442,Animals (intimate),tiger,-3,False
w4fdf442,Animals (intimate),lion,-3,True
w4fdf442,Animals (intimate),panda,2,False
w4fdf442,Animals (intimate),snake,-3,False
w4fdf442,Animals (intimate),zebra,2,False
w4fdf442,Animals (intimate),elephant,-1,False
w4fdf442,Animals (intimate),lemur,-2,False
w4fdf442,Animals (intimate),kangaroo,-1,False
w4fdf442,Animals (intimate),jaguar,-3,False
w4fdf442,Animals (intimate),hippo,-3,False
w7b66028,Sports (silence),basketball,1,False
w7b66028,Sports (silence),football,-4,False
w7b66028,Sports (silence),volleyball,1,False
w7b66028,Sports (silence),tennis,0,False
w7b66028,Sports (silence),lacrosse,2,False
w7b66028,Sports (silence),rugby,1,False
w7b66028,Sports (silence),bowling,0,False
w7b66028,Sports (silence),golf,0,False
w7b66028,Sports (silence),badminton,-2,False
w7b66028,Sports (silence),soccer,-3,False
w7b66028,Sports (silence),baseball,-3,False
w7b66028,Sports (silence),cricket,3,False
w7b66028,Sports (silence),boxing,0,False
w7b66028,Cities (moving),Venice,1,False
w7b66028,Cities (moving),Madrid,-3,True
w7b66028,Cities (moving),Athens,3,False
w7b66028,Cities (moving),Vienna,-2,False
w7b66028,Cities (moving),Amsterdam,1,False
w7b66028,Cities (moving),Paris,-5,False
w7b66028,Cities (moving),London,5,False
w7b66028,Cities (moving),Rome,1,False
w7b66028,Vehicles (veto),scooter,2,False
w7b66028,Vehicles (veto),unicycle,5,False
w7b66028,Vehicles (veto),car,-6,False
w7b66028,Vehicles (veto),limousine,0,False
w7b66028,Vehicles (veto),helicopter,0,False
w7b66028,Vehicles (veto),motorcycle,-1,False
w7b66028,Vehicles (veto),plane,3,False
w7b66028,Vehicles (veto),bus,-3,False
w7b66028,Vehicles (veto),skateboard,2,False
w7b66028,Vehicles (veto),train,-6,False
w7b66028,Vehicles (veto),bicycle,-6,False
w7b66028,Vehicles (veto),boat,-10,False
w7b66028,Animals (bubble),lion,5,False
w7b66028,Animals (bubble),panda,2,False
w7b66028,Animals (bubble),penguin,4,False
w7b66028,Animals (bubble),lemur,1,False
w7b66028,Animals (bubble),tiger,5,False
w7b66028,Animals (bubble),jaguar,4,False
w7b66028,Animals (bubble),monkey,-9,False
w7b66028,Animals (bubble),deer,4,False
w7b66028,Animals (bubble),dolphin,-2,False
w7b66028,Animals (bubble),cobra,1,False
w7b66028,Animals (bubble),hippo,-3,False
w7b66028,Animals (bubble),peacock,3,False
w7b66028,Animals (bubble),shark,2,False
w7b66028,Animals (bubble),zebra,-3,False
w7b66028,Animals (bubble),gorilla,-2,False
w7b66028,Animals (bubble),elephant,-3,False
w7b66028,Animals (bubble),koala,-8,False
w7b66028,Animals (bubble),kangaroo,-2,False
w7b66028,Animals (bubble),giraffe,1,False
w7b66028,Animals (bubble),snake,2,False
w7b66028,Fruit (daily),peach,4,False
w7b66028,Fruit (daily),orange,3,False
w7b66028,Fruit (daily),mango,-1,False
w7b66028,Fruit (daily),pineapple,-1,False
w7b66028,Fruit (daily),banana,3,False
w7b66028,Fruit (daily),cantaloupe,1,False
w7b66028,Fruit (daily),strawberry,3,False
w7b66028,Fruit (daily),blackberry,4,False
w7b66028,Fruit (daily),lemon,-4,False
w7b66028,Fruit (daily),blueberry,1,False
w7b66028,Fruit (daily),raspberry,2,False
w7b66028,Fruit (daily),grape,4,False
w7b66028,Fruit (daily),watermelon,0,False
w7b66028,Subjects (magic),spanish,0,False
w7b66028,Subjects (magic),calculus,0,False
w7b66028,Subjects (magic),french,2,False
w7b66028,Subjects (magic),algebra,4,False
w7b66028,Subjects (magic),geometry,3,False
w7b66028,Subjects (magic),biology,-2,False
w7b66028,Subjects (magic),history,4,False
w7b66028,Subjects (magic),physics,-2,False
w7b66028,Subjects (magic),chemistry,-4,False
w7b66028,Subjects (magic),english,9,False
w2c94a85,Animals (intimate),peacock,1,False
w2c94a85,Animals (intimate),lemur,7,False
w2c94a85,Animals (intimate),snake,1,False
w2c94a85,Animals (intimate),elephant,5,False
w2c94a85,Animals (intimate),lion,-10,False
w2c94a85,Animals (intimate),cobra,-9,False
w2c94a85,Animals (intimate),deer,8,False
w2c94a85,Animals (intimate),jaguar,-10,False
w2c94a85,Animals (intimate),penguin,10,False
w2c94a85,Animals (intimate),giraffe,10,False
w2c94a85,Animals (intimate),kangaroo,4,False
w2c94a85,Animals (intimate),dolphin,-6,False
w2c94a85,Animals (intimate),zebra,10,False
w2c94a85,Animals (intimate),tiger,-10,False
w2c94a85,Animals (intimate),panda,10,False
w2c94a85,Animals (intimate),gorilla,-5,False
w2c94a85,Animals (intimate),shark,-10,False
w2c94a85,Animals (intimate),hippo,-10,False
w2c94a85,Animals (intimate),monkey,8,False
w2c94a85,Animals (intimate),koala,10,False
w2c94a85,Cities (vacation),Athens,10,False
w2c94a85,Cities (vacation),London,8,False
w2c94a85,Cities (vacation),Amsterdam,6,False
w2c94a85,Cities (vacation),Venice,9,False
w2c94a85,Cities (vacation),Paris,10,False
w2c94a85,Cities (vacation),Vienna,10,False
w2c94a85,Cities (vacation),Rome,10,False
w2c94a85,Cities (vacation),Madrid,10,False
w2c94a85,Vehicles (commute),bicycle,-9,False
w2c94a85,Vehicles (commute),boat,9,False
w2c94a85,Vehicles (commute),limousine,10,False
w2c94a85,Vehicles (commute),skateboard,-9,True
w2c94a85,Vehicles (commute),car,9,False
w2c94a85,Vehicles (commute),plane,7,False
w2c94a85,Vehicles (commute),helicopter,8,False
w2c94a85,Vehicles (commute),bus,-5,False
w2c94a85,Vehicles (commute),scooter,-10,False
w2c94a85,Vehicles (commute),motorcycle,-2,False
w2c94a85,Vehicles (commute),train,-1,False
w2c94a85,Vehicles (commute),unicycle,-10,False
w2c94a85,Sports (season),football,10,False
w2c94a85,Sports (season),badminton,1,False
w2c94a85,Sports (season),boxing,-10,False
w2c94a85,Sports (season),soccer,-7,True
w2c94a85,Sports (season),rugby,-7,False
w2c94a85,Sports (season),lacrosse,-7,False
w2c94a85,Sports (season),cricket,-7,False
w2c94a85,Sports (season),golf,-9,False
w2c94a85,Sports (season),bowling,1,False
w2c94a85,Sports (season),baseball,10,False
w2c94a85,Sports (season),basketball,-8,True
w2c94a85,Sports (season),tennis,3,False
w2c94a85,Sports (season),volleyball,9,False
w2c94a85,Subjects (school),chemistry,10,False
w2c94a85,Subjects (school),english,10,False
w2c94a85,Subjects (school),geometry,-1,False
w2c94a85,Subjects (school),calculus,-10,False
w2c94a85,Subjects (school),biology,10,False
w2c94a85,Subjects (school),history,10,False
w2c94a85,Subjects (school),spanish,2,False
w2c94a85,Subjects (school),physics,-5,False
w2c94a85,Subjects (school),french,1,False
w2c94a85,Subjects (school),algebra,-9,True
w2c94a85,Fruit (ripe),cantaloupe,10,False
w2c94a85,Fruit (ripe),grape,9,False
w2c94a85,Fruit (ripe),orange,9,False
w2c94a85,Fruit (ripe),peach,10,False
w2c94a85,Fruit (ripe),blackberry,9,False
w2c94a85,Fruit (ripe),mango,10,False
w2c94a85,Fruit (ripe),strawberry,10,False
w2c94a85,Fruit (ripe),blueberry,7,False
w2c94a85,Fruit (ripe),raspberry,3,False
w2c94a85,Fruit (ripe),watermelon,10,False
w2c94a85,Fruit (ripe),pineapple,9,False
w2c94a85,Fruit (ripe),lemon,9,False
w2c94a85,Fruit (ripe),banana,8,False
w703ac34,Cities (moving),London,5,False
w703ac34,Cities (moving),Venice,6,False
w703ac34,Cities (moving),Madrid,8,False
w703ac34,Cities (moving),Paris,7,False
w703ac34,Cities (moving),Rome,8,False
w703ac34,Cities (moving),Athens,10,False
w703ac34,Cities (moving),Amsterdam,9,False
w703ac34,Cities (moving),Vienna,9,False
w703ac34,Animals (bubble),peacock,0,False
w703ac34,Animals (bubble),lion,9,True
w703ac34,Animals (bubble),koala,8,False
w703ac34,Animals (bubble),tiger,10,False
w703ac34,Animals (bubble),hippo,5,False
w703ac34,Animals (bubble),elephant,7,True
w703ac34,Animals (bubble),monkey,10,False
w703ac34,Animals (bubble),deer,5,False
w703ac34,Animals (bubble),snake,1,False
w703ac34,Animals (bubble),cobra,1,False
w703ac34,Animals (bubble),dolphin,2,False
w703ac34,Animals (bubble),gorilla,5,False
w703ac34,Animals (bubble),giraffe,0,False
w703ac34,Animals (bubble),panda,6,False
w703ac34,Animals (bubble),kangaroo,0,False
w703ac34,Animals (bubble),jaguar,9,False
w703ac34,Animals (bubble),shark,-3,False
w703ac34,Animals (bubble),lemur,3,False
w703ac34,Animals (bubble),zebra,1,False
w703ac34,Animals (bubble),penguin,3,False
w703ac34,Subjects (magic),biology,1,False
w703ac34,Subjects (magic),english,-2,False
w703ac34,Subjects (magic),physics,3,False
w703ac34,Subjects (magic),geometry,0,False
w703ac34,Subjects (magic),algebra,1,False
w703ac34,Subjects (magic),calculus,1,False
w703ac34,Subjects (magic),history,5,False
w703ac34,Subjects (magic),spanish,0,False
w703ac34,Subjects (magic),chemistry,3,False
w703ac34,Subjects (magic),french,0,False
w703ac34,Fruit (daily),strawberry,2,False
w703ac34,Fruit (daily),peach,8,False
w703ac34,Fruit (daily),lemon,-7,False
w703ac34,Fruit (daily),banana,4,False
w703ac34,Fruit (daily),blueberry,0,False
w703ac34,Fruit (daily),grape,2,False
w703ac34,Fruit (daily),blackberry,1,False
w703ac34,Fruit (daily),mango,1,False
w703ac34,Fruit (daily),orange,1,False
w703ac34,Fruit (daily),raspberry,1,False
w703ac34,Fruit (daily),pineapple,3,False
w703ac34,Fruit (daily),watermelon,6,False
w703ac34,Fruit (daily),cantaloupe,0,False
w703ac34,Sports (silence),football,1,False
w703ac34,Sports (silence),baseball,3,False
w703ac34,Sports (silence),bowling,0,False
w703ac34,Sports (silence),lacrosse,4,False
w703ac34,Sports (silence),badminton,5,False
w703ac34,Sports (silence),cricket,10,False
w703ac34,Sports (silence),soccer,0,False
w703ac34,Sports (silence),tennis,2,False
w703ac34,Sports (silence),volleyball,-3,False
w703ac34,Sports (silence),golf,7,False
w703ac34,Sports (silence),basketball,-7,False
w703ac34,Sports (silence),rugby,-2,False
w703ac34,Sports (silence),boxing,-5,False
w703ac34,Vehicles (veto),plane,-3,False
w703ac34,Vehicles (veto),limousine,8,False
w703ac34,Vehicles (veto),boat,-5,False
w703ac34,Vehicles (veto),helicopter,10,False
w703ac34,Vehicles (veto),scooter,-1,False
w703ac34,Vehicles (veto),motorcycle,-9,False
w703ac34,Vehicles (veto),train,-5,False
w703ac34,Vehicles (veto),bus,-10,False
w703ac34,Vehicles (veto),bicycle,-10,False
w703ac34,Vehicles (veto),unicycle,9,False
w703ac34,Vehicles (veto),skateboard,-1,False
w703ac34,Vehicles (veto),car,-10,False
w16d2d31,Vehicles (commute),plane,3,False
w16d2d31,Vehicles (commute),bus,-4,False
w16d2d31,Vehicles (commute),boat,-8,False
w16d2d31,Vehicles (commute),motorcycle,2,False
w16d2d31,Vehicles (commute),limousine,9,False
w16d2d31,Vehicles (commute),skateboard,-8,False
w16d2d31,Vehicles (commute),helicopter,9,False
w16d2d31,Vehicles (commute),car,5,False
w16d2d31,Vehicles (commute),unicycle,-9,False
w16d2d31,Vehicles (commute),train,-3,False
w16d2d31,Vehicles (commute),bicycle,-2,False
w16d2d31,Vehicles (commute),scooter,-1,False
w16d2d31,Animals (intimate),panda,-5,False
w16d2d31,Animals (intimate),gorilla,-7,False
w16d2d31,Animals (intimate),lemur,-1,False
w16d2d31,Animals (intimate),elephant,-3,False
w16d2d31,Animals (intimate),snake,-7,False
w16d2d31,Animals (intimate),dolphin,4,False
w16d2d31,Animals (intimate),kangaroo,-4,False
w16d2d31,Animals (intimate),deer,2,False
w16d2d31,Animals (intimate),jaguar,-4,False
w16d2d31,Animals (intimate),hippo,-5,False
w16d2d31,Animals (intimate),cobra,-7,False
w16d2d31,Animals (intimate),koala,-2,False
w16d2d31,Animals (intimate),tiger,-8,False
w16d2d31,Animals (intimate),lion,-8,False
w16d2d31,Animals (intimate),giraffe,-1,False
w16d2d31,Animals (intimate),peacock,-1,False
w16d2d31,Animals (intimate),shark,-8,False
w16d2d31,Animals (intimate),monkey,-2,False
w16d2d31,Animals (intimate),penguin,2,False
w16d2d31,Animals (intimate),zebra,2,False
w16d2d31,Fruit (ripe),cantaloupe,-10,False
w16d2d31,Fruit (ripe),pineapple,2,False
w16d2d31,Fruit (ripe),blackberry,-4,False
w16d2d31,Fruit (ripe),lemon,-7,False
w16d2d31,Fruit (ripe),banana,8,False
w16d2d31,Fruit (ripe),watermelon,9,False
w16d2d31,Fruit (ripe),strawberry,6,False
w16d2d31,Fruit (ripe),raspberry,-2,False
w16d2d31,Fruit (ripe),orange,2,False
w16d2d31,Fruit (ripe),blueberry,-4,False
w16d2d31,Fruit (ripe),mango,-7,False
w16d2d31,Fruit (ripe),grape,3,False
w16d2d31,Fruit (ripe),peach,2,False
w16d2d31,Sports (season),baseball,3,False
w16d2d31,Sports (season),badminton,-8,False
w16d2d31,Sports (season),basketball,10,False
w16d2d31,Sports (season),tennis,1,False
w16d2d31,Sports (season),boxing,3,False
w16d2d31,Sports (season),golf,-7,False
w16d2d31,Sports (season),soccer,3,False
w16d2d31,Sports (season),bowling,-3,False
w16d2d31,Sports (season),lacrosse,-2,False
w16d2d31,Sports (season),football,7,False
w16d2d31,Sports (season),cricket,-9,False
w16d2d31,Sports (season),rugby,-8,False
w16d2d31,Sports (season),volleyball,-1,False
w16d2d31,Cities (vacation),Paris,10,False
w16d2d31,Cities (vacation),Athens,1,False
w16d2d31,Cities (vacation),Vienna,3,False
w16d2d31,Cities (vacation),London,8,False
w16d2d31,Cities (vacation),Venice,4,False
w16d2d31,Cities (vacation),Madrid,-2,False
w16d2d31,Cities (vacation),Rome,3,False
w16d2d31,Cities (vacation),Amsterdam,4,False
w16d2d31,Subjects (school),algebra,10,False
w16d2d31,Subjects (school),calculus,-9,False
w16d2d31,Subjects (school),french,-7,False
w16d2d31,Subjects (school),english,7,False
w16d2d31,Subjects (school),biology,-3,False
w16d2d31,Subjects (school),history,4,False
w16d2d31,Subjects (school),physics,3,False
w16d2d31,Subjects (school),geometry,6,False
w16d2d31,Subjects (school),spanish,-2,False
w16d2d31,Subjects (school),chemistry,-4,False
w73a759b,Subjects (school),algebra,-2,False
w73a759b,Subjects (school),physics,-8,False
w73a759b,Subjects (school),biology,-3,False
w73a759b,Subjects (school),chemistry,-8,False
w73a759b,Subjects (school),calculus,-5,False
w73a759b,Subjects (school),french,-6,False
w73a759b,Subjects (school),spanish,-4,False
w73a759b,Subjects (school),history,1,False
w73a759b,Subjects (school),geometry,-2,False
w73a759b,Subjects (school),english,1,False
w73a759b,Cities (vacation),Amsterdam,1,False
w73a759b,Cities (vacation),Rome,8,False
w73a759b,Cities (vacation),Paris,10,False
w73a759b,Cities (vacation),Vienna,9,False
w73a759b,Cities (vacation),Venice,8,False
w73a759b,Cities (vacation),London,7,False
w73a759b,Cities (vacation),Athens,8,False
w73a759b,Cities (vacation),Madrid,8,False
w73a759b,Sports (season),baseball,-1,False
w73a759b,Sports (season),tennis,-6,True
w73a759b,Sports (season),cricket,-5,False
w73a759b,Sports (season),soccer,-5,False
w73a759b,Sports (season),badminton,-6,False
w73a759b,Sports (season),bowling,-10,False
w73a759b,Sports (season),lacrosse,-6,False
w73a759b,Sports (season),football,-2,False
w73a759b,Sports (season),boxing,-3,False
w73a759b,Sports (season),rugby,-4,False
w73a759b,Sports (season),golf,-9,False
w73a759b,Sports (season),basketball,-5,False
w73a759b,Sports (season),volleyball,-6,False
w73a759b,Fruit (ripe),cantaloupe,10,False
w73a759b,Fruit (ripe),blackberry,10,False
w73a759b,Fruit (ripe),mango,10,False
w73a759b,Fruit (ripe),raspberry,10,False
w73a759b,Fruit (ripe),lemon,10,False
w73a759b,Fruit (ripe),pineapple,10,False
w73a759b,Fruit (ripe),strawberry,10,False
w73a759b,Fruit (ripe),orange,10,False
w73a759b,Fruit (ripe),blueberry,10,False
w73a759b,Fruit (ripe),grape,10,False
w73a759b,Fruit (ripe),peach,10,False
w73a759b,Fruit (ripe),watermelon,10,False
w73a759b,Fruit (ripe),banana,8,False
w73a759b,Animals (intimate),tiger,-10,True
w73a759b,Animals (intimate),giraffe,2,False
w73a759b,Animals (intimate),kangaroo,2,False
w73a759b,Animals (intimate),cobra,-10,False
w73a759b,Animals (intimate),monkey,3,False
w73a759b,Animals (intimate),koala,3,False
w73a759b,Animals (intimate),elephant,-2,False
w73a759b,Animals (intimate),snake,-4,False
w73a759b,Animals (intimate),deer,3,False
w73a759b,Animals (intimate),peacock,10,False
w73a759b,Animals (intimate),penguin,4,False
w73a759b,Animals (intimate),lemur,-3,False
w73a759b,Animals (intimate),gorilla,-5,False
w73a759b,Animals (intimate),lion,-10,False
w73a759b,Animals (intimate),zebra,-2,False
w73a759b,Animals (intimate),jaguar,-10,False
w73a759b,Animals (intimate),panda,-2,False
w73a759b,Animals (intimate),dolphin,2,False
w73a759b,Animals (intimate),shark,-10,False
w73a759b,Animals (intimate),hippo,-3,False
w73a759b,Vehicles (commute),motorcycle,-2,False
w73a759b,Vehicles (commute),bus,-5,False
w73a759b,Vehicles (commute),plane,3,False
w73a759b,Vehicles (commute),limousine,10,False
w73a759b,Vehicles (commute),skateboard,-3,False
w73a759b,Vehicles (commute),helicopter,10,False
w73a759b,Vehicles (commute),scooter,-2,False
w73a759b,Vehicles (commute),boat,-2,False
w73a759b,Vehicles (commute),unicycle,-5,False
w73a759b,Vehicles (commute),bicycle,-3,False
w73a759b,Vehicles (commute),train,-2,False
w73a759b,Vehicles (commute),car,0,False
w63f8333,Cities (vacation),Paris,4,False
w63f8333,Cities (vacation),Rome,4,False
w63f8333,Cities (vacation),Madrid,4,False
w63f8333,Cities (vacation),London,3,False
w63f8333,Cities (vacation),Vienna,6,False
w63f8333,Cities (vacation),Amsterdam,5,False
w63f8333,Cities (vacation),Athens,5,False
w63f8333,Cities (vacation),Venice,2,False
w63f8333,Fruit (ripe),cantaloupe,3,False
w63f8333,Fruit (ripe),mango,4,False
w63f8333,Fruit (ripe),raspberry,3,False
w63f8333,Fruit (ripe),peach,3,False
w63f8333,Fruit (ripe),orange,4,True
w63f8333,Fruit (ripe),lemon,4,False
w63f8333,Fruit (ripe),grape,4,False
w63f8333,Fruit (ripe),blueberry,4,False
w63f8333,Fruit (ripe),banana,5,False
w63f8333,Fruit (ripe),pineapple,5,False
w63f8333,Fruit (ripe),blackberry,5,False
w63f8333,Fruit (ripe),watermelon,5,False
w63f8333,Fruit (ripe),strawberry,5,False
w63f8333,Subjects (school),biology,-3,False
w63f8333,Subjects (school),algebra,-4,False
w63f8333,Subjects (school),geometry,-4,False
w63f8333,Subjects (school),french,4,False
w63f8333,Subjects (school),spanish,4,False
w63f8333,Subjects (school),calculus,-3,False
w63f8333,Subjects (school),chemistry,-3,False
w63f8333,Subjects (school),physics,-4,False
w63f8333,Subjects (school),history,7,False
w63f8333,Subjects (school),english,5,False
w63f8333,Vehicles (commute),plane,-5,False
w63f8333,Vehicles (commute),helicopter,-5,False
w63f8333,Vehicles (commute),train,3,False
w63f8333,Vehicles (commute),skateboard,-6,False
w63f8333,Vehicles (commute),scooter,-4,False
w63f8333,Vehicles (commute),motorcycle,-1,False
w63f8333,Vehicles (commute),boat,-4,False
w63f8333,Vehicles (commute),unicycle,-9,False
w63f8333,Vehicles (commute),bus,5,False
w63f8333,Vehicles (commute),car,3,False
w63f8333,Vehicles (commute),bicycle,-6,False
w63f8333,Vehicles (commute),limousine,5,False
w63f8333,Animals (intimate),koala,6,False
w63f8333,Animals (intimate),gorilla,2,False
w63f8333,Animals (intimate),shark,-9,False
w63f8333,Animals (intimate),tiger,-8,False
w63f8333,Animals (intimate),lion,-8,False
w63f8333,Animals (intimate),dolphin,5,False
w63f8333,Animals (intimate),cobra,-9,False
w63f8333,Animals (intimate),giraffe,4,False
w63f8333,Animals (intimate),jaguar,-6,False
w63f8333,Animals (intimate),deer,4,False
w63f8333,Animals (intimate),elephant,2,False
w63f8333,Animals (intimate),penguin,6,False
w63f8333,Animals (intimate),hippo,3,False
w63f8333,Animals (intimate),kangaroo,3,False
w63f8333,Animals (intimate),peacock,0,False
w63f8333,Animals (intimate),snake,-6,False
w63f8333,Animals (intimate),zebra,3,False
w63f8333,Animals (intimate),monkey,4,False
w63f8333,Animals (intimate),lemur,4,False
w63f8333,Animals (intimate),panda,4,False
w63f8333,Sports (season),baseball,-4,False
w63f8333,Sports (season),golf,-2,False
w63f8333,Sports (season),soccer,-2,False
w63f8333,Sports (season),tennis,-5,False
w63f8333,Sports (season),bowling,-5,False
w63f8333,Sports (season),basketball,3,False
w63f8333,Sports (season),volleyball,2,False
w63f8333,Sports (season),lacrosse,4,False
w63f8333,Sports (season),football,6,False
w63f8333,Sports (season),cricket,-7,False
w63f8333,Sports (season),badminton,-6,False
w63f8333,Sports (season),rugby,-5,False
w63f8333,Sports (season),boxing,0,False
w1e58b6f,Animals (intimate),giraffe,6,False
w1e58b6f,Animals (intimate),zebra,-5,False
w1e58b6f,Animals (intimate),deer,7,False
w1e58b6f,Animals (intimate),lion,-10,True
w1e58b6f,Animals (intimate),gorilla,-10,False
w1e58b6f,Animals (intimate),cobra,-10,False
w1e58b6f,Animals (intimate),elephant,-1,False
w1e58b6f,Animals (intimate),penguin,8,False
w1e58b6f,Animals (intimate),kangaroo,0,False
w1e58b6f,Animals (intimate),snake,-10,False
w1e58b6f,Animals (intimate),koala,10,False
w1e58b6f,Animals (intimate),monkey,2,False
w1e58b6f,Animals (intimate),lemur,4,False
w1e58b6f,Animals (intimate),peacock,10,False
w1e58b6f,Animals (intimate),panda,10,False
w1e58b6f,Animals (intimate),jaguar,-10,False
w1e58b6f,Animals (intimate),tiger,-10,False
w1e58b6f,Animals (intimate),hippo,-10,False
w1e58b6f,Animals (intimate),dolphin,5,False
w1e58b6f,Animals (intimate),shark,-9,False
w1e58b6f,Subjects (school),biology,4,False
w1e58b6f,Subjects (school),history,7,False
w1e58b6f,Subjects (school),calculus,9,False
w1e58b6f,Subjects (school),english,2,False
w1e58b6f,Subjects (school),french,-10,False
w1e58b6f,Subjects (school),chemistry,4,False
w1e58b6f,Subjects (school),algebra,10,False
w1e58b6f,Subjects (school),geometry,5,False
w1e58b6f,Subjects (school),physics,4,False
w1e58b6f,Subjects (school),spanish,-10,False
w1e58b6f,Vehicles (commute),train,-3,True
w1e58b6f,Vehicles (commute),helicopter,10,False
w1e58b6f,Vehicles (commute),plane,6,True
w1e58b6f,Vehicles (commute),boat,-4,False
w1e58b6f,Vehicles (commute),bus,-10,True
w1e58b6f,Vehicles (commute),scooter,-4,False
w1e58b6f,Vehicles (commute),motorcycle,-9,False
w1e58b6f,Vehicles (commute),car,4,False
w1e58b6f,Vehicles (commute),bicycle,-7,False
w1e58b6f,Vehicles (commute),unicycle,-10,False
w1e58b6f,Vehicles (commute),skateboard,-10,False
w1e58b6f,Vehicles (commute),limousine,-10,False
w1e58b6f,Sports (season),tennis,-1,False
w1e58b6f,Sports (season),basketball,2,True
w1e58b6f,Sports (season),golf,-2,False
w1e58b6f,Sports (season),badminton,-3,False
w1e58b6f,Sports (season),rugby,3,False
w1e58b6f,Sports (season),bowling,-10,False
w1e58b6f,Sports (season),cricket,3,False
w1e58b6f,Sports (season),baseball,-10,False
w1e58b6f,Sports (season),football,6,True
w1e58b6f,Sports (season),lacrosse,-10,False
w1e58b6f,Sports (season),soccer,8,True
w1e58b6f,Sports (season),volleyball,-8,False
w1e58b6f,Sports (season),boxing,2,False
w1e58b6f,Fruit (ripe),pineapple,7,False
w1e58b6f,Fruit (ripe),cantaloupe,-7,False
w1e58b6f,Fruit (ripe),blueberry,5,False
w1e58b6f,Fruit (ripe),orange,5,False
w1e58b6f,Fruit (ripe),raspberry,4,False
w1e58b6f,Fruit (ripe),peach,5,False
w1e58b6f,Fruit (ripe),blackberry,7,False
w1e58b6f,Fruit (ripe),mango,5,False
w1e58b6f,Fruit (ripe),lemon,4,False
w1e58b6f,Fruit (ripe),watermelon,6,False
w1e58b6f,Fruit (ripe),banana,10,False
w1e58b6f,Fruit (ripe),strawberry,6,False
w1e58b6f,Fruit (ripe),grape,5,False
w1e58b6f,Cities (vacation),Venice,8,False
w1e58b6f,Cities (vacation),Vienna,10,False
w1e58b6f,Cities (vacation),London,10,False
w1e58b6f,Cities (vacation),Amsterdam,10,False
w1e58b6f,Cities (vacation),Paris,10,False
w1e58b6f,Cities (vacation),Athens,10,False
w1e58b6f,Cities (vacation),Madrid,10,False
w1e58b6f,Cities (vacation),Rome,10,False
w839b90a,Vehicles (veto),scooter,0,False
w839b90a,Vehicles (veto),bicycle,0,False
w839b90a,Vehicles (veto),skateboard,0,False
w839b90a,Vehicles (veto),limousine,0,False
w839b90a,Vehicles (veto),bus,-6,False
w839b90a,Vehicles (veto),plane,-4,False
w839b90a,Vehicles (veto),helicopter,0,False
w839b90a,Vehicles (veto),unicycle,0,False
w839b90a,Vehicles (veto),motorcycle,0,False
w839b90a,Vehicles (veto),car,-7,True
w839b90a,Vehicles (veto),train,-9,False
w839b90a,Vehicles (veto),boat,0,False
w839b90a,Animals (bubble),tiger,7,False
w839b90a,Animals (bubble),koala,5,False
w839b90a,Animals (bubble),lemur,6,False
w839b90a,Animals (bubble),elephant,8,False
w839b90a,Animals (bubble),kangaroo,4,False
w839b90a,Animals (bubble),jaguar,6,False
w839b90a,Animals (bubble),penguin,3,False
w839b90a,Animals (bubble),lion,5,False
w839b90a,Animals (bubble),zebra,4,False
w839b90a,Animals (bubble),peacock,2,False
w839b90a,Animals (bubble),cobra,-1,False
w839b90a,Animals (bubble),deer,1,False
w839b90a,Animals (bubble),giraffe,3,False
w839b90a,Animals (bubble),gorilla,4,False
