wid,outcome,evaluation,prompt_id,raw_outcome
wa63e05b,skateboard,-7,Vehicles (commute),skateboard
wa63e05b,limousine,5,Vehicles (commute),limousine
wa63e05b,bus,3,Vehicles (commute),bus
wa63e05b,scooter,-7,Vehicles (commute),scooter
wa63e05b,train,-2,Vehicles (commute),train
wa63e05b,unicycle,-5,Vehicles (commute),unicycle
wa63e05b,plane,-5,Vehicles (commute),plane
wa63e05b,bicycle,0,Vehicles (commute),bicycle
wa63e05b,car,10,Vehicles (commute),car
wa63e05b,helicopter,-3,Vehicles (commute),helicopter
w885d3b1,mango,0,Fruit (ripe),mango
w885d3b1,grape,5,Fruit (ripe),grape
w885d3b1,pineapple,0,Fruit (ripe),pineapple
w885d3b1,cantaloupe,9,Fruit (ripe),cantaloupe
w885d3b1,blackberry,0,Fruit (ripe),blackberry
w885d3b1,orange,0,Fruit (ripe),orange
w885d3b1,lemon,0,Fruit (ripe),lemon
w885d3b1,raspberry,0,Fruit (ripe),raspberry
w885d3b1,strawberry,0,Fruit (ripe),strawberry
w885d3b1,watermelon,7,Fruit (ripe),watermelon
w885d3b1,blueberry,0,Fruit (ripe),blueberry
w885d3b1,peach,0,Fruit (ripe),peach
w885d3b1,banana,8,Fruit (ripe),banana
w885d3b1,rome,6,Cities (vacation),Rome
w885d3b1,amsterdam,7,Cities (vacation),Amsterdam
w885d3b1,venice,2,Cities (vacation),Venice
w885d3b1,london,6,Cities (vacation),London
w885d3b1,athens,1,Cities (vacation),Athens
w885d3b1,madrid,3,Cities (vacation),Madrid
w885d3b1,paris,9,Cities (vacation),Paris
w885d3b1,vienna,4,Cities (vacation),Vienna
w885d3b1,lion,-3,Animals (intimate),lion
w885d3b1,cobra,-7,Animals (intimate),cobra
w885d3b1,tiger,-1,Animals (intimate),tiger
w885d3b1,rhinoceros,-7,Animals (intimate),rhinoceros
w885d3b1,kangaroo,3,Animals (intimate),kangaroo
w885d3b1,crocodile,-9,Animals (intimate),crocodile
w885d3b1,jaguar,-9,Animals (intimate),jaguar
w885d3b1,peacock,3,Animals (intimate),peacock
w885d3b1,deer,-2,Animals (intimate),deer
w885d3b1,panda,4,Animals (intimate),panda
w885d3b1,zebra,-3,Animals (intimate),zebra
w885d3b1,sloth,2,Animals (intimate),sloth
w885d3b1,lemur,0,Animals (intimate),lemur
w885d3b1,gorilla,0,Animals (intimate),gorilla
w885d3b1,giraffe,3,Animals (intimate),giraffe
w885d3b1,koala,9,Animals (intimate),koala
w885d3b1,elephant,6,Animals (intimate),elephant
w885d3b1,monkey,4,Animals (intimate),monkey
w885d3b1,baseball,2,Sports (season),baseball
w885d3b1,golf,-10,Sports (season),golf
w885d3b1,badminton,-9,Sports (season),badminton
w885d3b1,cricket,0,Sports (season),cricket
w885d3b1,tennis,-9,Sports (season),tennis
w885d3b1,bowling,-9,Sports (season),bowling
w885d3b1,boxing,-3,Sports (season),boxing
w885d3b1,rugby,-6,Sports (season),rugby
w885d3b1,football,3,Sports (season),football
w885d3b1,soccer,1,Sports (season),soccer
w885d3b1,volleyball,-5,Sports (season),volleyball
w885d3b1,basketball,9,Sports (season),basketball
w885d3b1,skateboard,-8,Vehicles (commute),skateboard
w885d3b1,bicycle,-2,Vehicles (commute),bicycle
w885d3b1,car,6,Vehicles (commute),car
w885d3b1,plane,2,Vehicles (commute),plane
w885d3b1,bus,-4,Vehicles (commute),bus
w885d3b1,boat,-4,Vehicles (commute),boat
w885d3b1,scooter,-7,Vehicles (commute),scooter
w885d3b1,train,4,Vehicles (commute),train
w885d3b1,limousine,8,Vehicles (commute),limousine
w885d3b1,helicopter,-3,Vehicles (commute),helicopter
w885d3b1,unicycle,-9,Vehicles (commute),unicycle
w885d3b1,calculus,2,Subjects (school),calculus
w885d3b1,algebra,3,Subjects (school),algebra
w885d3b1,history,3,Subjects (school),history
w885d3b1,biology,2,Subjects (school),biology
w885d3b1,french,2,Subjects (school),french
w885d3b1,geometry,3,Subjects (school),geometry
w885d3b1,spanish,2,Subjects (school),spanish
w885d3b1,physics,2,Subjects (school),physics
w885d3b1,chemistry,2,Subjects (school),chemistry
w885d3b1,english,2,Subjects (school),english
w7c6b38f,vienna,1,Cities (moving),Vienna
w7c6b38f,madrid,2,Cities (moving),Madrid
w7c6b38f,rome,4,Cities (moving),Rome
w7c6b38f,athens,2,Cities (moving),Athens
w7c6b38f,venice,3,Cities (moving),Venice
w7c6b38f,amsterdam,9,Cities (moving),Amsterdam
w7c6b38f,paris,6,Cities (moving),Paris
w7c6b38f,london,8,Cities (moving),London
w7c6b38f,limousine,-1,Vehicles (veto),limousine
w7c6b38f,car,-9,Vehicles (veto),car
w7c6b38f,bicycle,-7,Vehicles (veto),bicycle
w7c6b38f,scooter,-3,Vehicles (veto),scooter
w7c6b38f,skateboard,-2,Vehicles (veto),skateboard
w7c6b38f,unicycle,-1,Vehicles (veto),unicycle
w7c6b38f,plane,-4,Vehicles (veto),plane
w7c6b38f,bus,-2,Vehicles (veto),bus
w7c6b38f,helicopter,-1,Vehicles (veto),helicopter
w7c6b38f,train,-1,Vehicles (veto),train
w7c6b38f,boat,-3,Vehicles (veto),boat
w7c6b38f,pineapple,3,Fruit (daily),pineapple
w7c6b38f,mango,2,Fruit (daily),mango
w7c6b38f,grape,1,Fruit (daily),grape
w7c6b38f,blackberry,1,Fruit (daily),blackberry
w7c6b38f,raspberry,7,Fruit (daily),raspberry
w7c6b38f,orange,4,Fruit (daily),orange
w7c6b38f,peach,2,Fruit (daily),peach
w7c6b38f,strawberry,8,Fruit (daily),strawberry
w7c6b38f,lemon,0,Fruit (daily),lemon
w7c6b38f,banana,-4,Fruit (daily),banana
w7c6b38f,cantaloupe,-6,Fruit (daily),cantaloupe
w7c6b38f,blueberry,-1,Fruit (daily),blueberry
w7c6b38f,watermelon,3,Fruit (daily),watermelon
w7c6b38f,baseball,4,Sports (silence),baseball
w7c6b38f,volleyball,-2,Sports (silence),volleyball
w7c6b38f,golf,1,Sports (silence),golf
w7c6b38f,basketball,2,Sports (silence),basketball
w7c6b38f,cricket,0,Sports (silence),cricket
w7c6b38f,boxing,2,Sports (silence),boxing
w7c6b38f,rugby,0,Sports (silence),rugby
w7c6b38f,bowling,-1,Sports (silence),bowling
w7c6b38f,soccer,-2,Sports (silence),soccer
w7c6b38f,badminton,0,Sports (silence),badminton
w7c6b38f,football,0,Sports (silence),football
w7c6b38f,tennis,7,Sports (silence),tennis
w7c6b38f,giraffe,6,Animals (bubble),giraffe
w7c6b38f,crocodile,2,Animals (bubble),crocodile
w7c6b38f,koala,2,Animals (bubble),koala
w7c6b38f,lemur,1,Animals (bubble),lemur
w7c6b38f,peacock,0,Animals (bubble),peacock
w7c6b38f,kangaroo,4,Animals (bubble),kangaroo
w7c6b38f,tiger,6,Animals (bubble),tiger
w7c6b38f,elephant,7,Animals (bubble),elephant
w7c6b38f,rhinoceros,5,Animals (bubble),rhinoceros
w7c6b38f,lion,6,Animals (bubble),lion
w7c6b38f,gorilla,8,Animals (bubble),gorilla
w7c6b38f,zebra,2,Animals (bubble),zebra
w7c6b38f,deer,2,Animals (bubble),deer
w7c6b38f,monkey,3,Animals (bubble),monkey
w7c6b38f,cobra,1,Animals (bubble),cobra
w7c6b38f,jaguar,4,Animals (bubble),jaguar
w7c6b38f,sloth,1,Animals (bubble),sloth
w7c6b38f,panda,6,Animals (bubble),panda
w7c6b38f,history,1,Subjects (magic),history
w7c6b38f,calculus,-2,Subjects (magic),calculus
w7c6b38f,chemistry,2,Subjects (magic),chemistry
w7c6b38f,french,2,Subjects (magic),french
w7c6b38f,geometry,-3,Subjects (magic),geometry
w7c6b38f,physics,3,Subjects (magic),physics
w7c6b38f,english,2,Subjects (magic),english
w7c6b38f,algebra,-3,Subjects (magic),algebra
w7c6b38f,biology,3,Subjects (magic),biology
w7c6b38f,spanish,-2,Subjects (magic),spanish
